entity,worst,da,best,da2
EMPTY,3,ORG,0.0,0
Richmond,3,GPE,0.0,0
Oscar,3,PERSON,2.0,PERSON
STAY,3,PERSON,0.0,0
SEVERAL,3,ORG,0.0,0
Sears,3,PERSON,0.0,0
SALAD,3,ORG,0.0,0
Nadeem,3,ORG,0.0,0
NOR,3,ORG,0.0,0
Shit,3,PERSON,0.0,0
SUCKED,3,ORG,0.0,0
Monica,3,ORG,7.0,ORG
Morris,3,PERSON,0.0,0
America,3,GPE,4.0,ORG
Rafael,3,PERSON,0.0,0
Pennsylvania,2,GPE,0.0,0
Paula,2,PERSON,0.0,0
Parmesan,2,PERSON,8.0,PERSON
Panera,2,ORG,0.0,0
Vincent,2,PERSON,0.0,0
Uhm,2,PERSON,0.0,0
Hahaha,2,PERSON,0.0,0
UGHHH,2,ORG,0.0,0
PLEASE,2,ORG,0.0,0
Rancho,2,PERSON,5.0,PERSON
STILL,2,PERSON,0.0,0
ENTIRELY,2,ORG,0.0,0
WTH,2,ORG,0.0,0
EVERYTHING,2,ORG,1.0,ORG
Washington,2,GPE,0.0,0
Rockville,2,PERSON,0.0,0
RAFFEAL,2,ORG,0.0,0
FOOD,2,ORG,0.0,0
YES,2,PERSON,2.0,ORG
RUDELY,2,ORG,0.0,0
Porter,2,GPE,1.0,GPE
Poorly,2,ORG,0.0,0
Wtf,2,PERSON,0.0,0
Felicia,2,PERSON,3.0,PERSON
Place,2,ORG,4.0,ORG
Ryan,2,PERSON,30.0,PERSON
Florida,2,GPE,4.0,GPE
Welp,2,PERSON,0.0,0
EVERYTIME,2,ORG,0.0,0
Framingham,2,GPE,1.0,GPE
Eric,2,PERSON,0.0,0
MULTIPLE,2,ORG,0.0,0
TGIFridays,2,GPE,2.0,ORG
Linden,2,PERSON,0.0,0
Longhorn,2,ORG,0.0,0
TACKIEST,2,ORG,0.0,0
Myself,2,GPE,0.0,0
T.G.I,2,ORG,3.0,PERSON
Super,2,ORG,8.0,PERSON
MOVE,2,ORG,0.0,0
Murfreesboro,2,GPE,2.0,GPE
Margie,2,PERSON,0.0,0
Steve,2,GPE,17.0,PERSON
Mathew,2,PERSON,0.0,0
Mayo,2,GPE,0.0,0
Steak,2,ORG,0.0,0
McDonalds,2,ORG,0.0,0
Spinach,2,PERSON,8.0,PERSON
Sooo,2,PERSON,0.0,0
Milford,2,GPE,4.0,GPE
TIGF,2,PERSON,0.0,0
LYING,2,ORG,0.0,0
   ,2,ORG,0.0,0
Mojito,2,PERSON,1.0,GPE
Orlando,2,GPE,3.0,GPE
Johnny,2,PERSON,0.0,0
Judy,2,PERSON,0.0,0
Oktoberfest,2,GPE,0.0,0
Kierra,2,PERSON,0.0,0
Temecula,2,GPE,2.0,GPE
Kitchen,2,PERSON,0.0,0
Server,2,PERSON,7.0,GPE
Renee,2,PERSON,0.0,0
CRAP,2,ORG,0.0,0
AGAIN,2,ORG,0.0,0
Costco,2,PERSON,5.0,GPE
ANYWHERE,2,ORG,0.0,0
Cinco,2,ORG,0.0,0
AWFUL,2,ORG,0.0,0
Angus,2,PERSON,0.0,0
@12:59am,2,GPE,0.0,0
Brooklyn,2,GPE,4.0,GPE
Brooke,2,PERSON,0.0,0
BULLSHIT,2,ORG,0.0,0
Brigham,2,PERSON,0.0,0
Bathroom,2,ORG,0.0,0
TGIFs,1,ORG,5.0,ORG
sorry?!?!?!,1,PERSON,0.0,0
space!.,1,GPE,0.0,0
Stephanie,1,PERSON,3.0,PERSON
Stella,1,PERSON,0.0,0
Superstorm,1,PERSON,0.0,0
public!Ok,1,GPE,0.0,0
Stripes,1,ORG,17.0,ORG
Strawberry,1,PERSON,1.0,PERSON
Story,1,GPE,0.0,0
Sweet,1,PERSON,0.0,0
TGIFRIDAYS,1,ORG,2.0,ORG
anyoneHORRIBLE,1,GPE,0.0,0
SOOOOOO,1,ORG,0.0,0
SHRIMP,1,ORG,0.0,0
us)Holy,1,ORG,0.0,0
SCREAMS,1,ORG,0.0,0
SCENE,1,GPE,0.0,0
SARCASTIC,1,ORG,0.0,0
Rum,1,PERSON,0.0,0
Rubens,1,GPE,0.0,0
Romano,1,PERSON,0.0,0
Roadhouse,1,ORG,0.0,0
Richard,1,PERSON,0.0,0
Ribeye,1,ORG,4.0,ORG
Renovations,1,ORG,0.0,0
STARTED,1,ORG,0.0,0
STICKY,1,ORG,0.0,0
Sirloin,1,PERSON,4.0,PERSON
thatWell,1,ORG,0.0,0
Silverware,1,PERSON,0.0,0
Shrimp,1,PERSON,3.0,ORG
Shopper,1,ORG,0.0,0
Service,1,GPE,1.0,PERSON
Servers,1,PERSON,3.0,PERSON
Seaworld,1,ORG,0.0,0
Schaumburg,1,GPE,1.0,GPE
Sauce,1,PERSON,0.0,0
SaturdayLet,1,ORG,0.0,0
Sambuca,1,GPE,0.0,0
Samantha,1,ORG,5.0,ORG
Sabrine,1,PERSON,0.0,0
SUCKS.I,1,PERSON,0.0,0
Sharpies,1,GPE,0.0,0
Westbury,1,GPE,1.0,GPE
Whittier,1,GPE,0.0,0
Whoopi,1,PERSON,0.0,0
Wichita,1,GPE,1.0,GPE
fails-,1,ORG,0.0,0
Wisconsin,1,GPE,1.0,GPE
f'burg,1,GPE,0.0,0
Red,1,PERSON,5.0,PERSON
Wallah,1,ORG,0.0,0
frozen,1,PERSON,0.0,0
WHITNEY,1,ORG,0.0,0
WEDNESDAY,1,ORG,0.0,0
WASTED,1,ORG,0.0,0
WARNING,1,ORG,0.0,0
Wtf!Possibly,1,ORG,0.0,0
Virginia,1,GPE,0.0,0
Yuengling,1,GPE,1.0,GPE
Yuck,1,PERSON,0.0,0
Yorba,1,PERSON,0.0,0
Yaslin,1,GPE,0.0,0
YOU'RE,1,PERSON,0.0,0
YELLED,1,ORG,0.0,0
TODAY,1,ORG,0.0,0
Thomas,1,PERSON,0.0,0
moneyWorst,1,ORG,0.0,0
Tostitos,1,GPE,0.0,0
Titus,1,GPE,0.0,0
Tgif,1,ORG,0.0,0
Texas,1,GPE,6.0,GPE
Tennessee,1,GPE,8.0,GPE
more?OK,1,ORG,0.0,0
TOTALLY,1,ORG,0.0,0
TOGETHER,1,ORG,0.0,0
UberEATS,1,ORG,0.0,0
Umm,1,PERSON,0.0,0
Undercover,1,ORG,0.0,0
Uno,1,PERSON,0.0,0
Vietnam,1,GPE,0.0,0
Vikings,1,ORG,0.0,0
UUUUUG,1,ORG,0.0,0
UPDATES,1,ORG,0.0,0
UNcooked,1,GPE,0.0,0
UMMMM,1,ORG,0.0,0
UAlbany,1,GPE,0.0,0
Turkey,1,GPE,2.0,GPE
Nicole,1,PERSON,12.0,PERSON
Rebecca,1,PERSON,2.0,PERSON
Classic,1,ORG,0.0,0
Cleanliness,1,ORG,0.0,0
Complained,1,ORG,0.0,0
Compton,1,GPE,1.0,PERSON
Country,1,ORG,0.0,0
Customer,1,ORG,2.0,ORG
DEATHLY,1,ORG,0.0,0
DECENT,1,ORG,0.0,0
DESERVED,1,ORG,0.0,0
City,1,PERSON,0.0,0
Celiac,1,GPE,1.0,PERSON
Captain,1,PERSON,3.0,PERSON
Catherine,1,PERSON,0.0,0
Cesar,1,PERSON,4.0,PERSON
Charlie,1,PERSON,5.0,ORG
Charlottesville,1,GPE,0.0,0
Cheddar,1,PERSON,2.0,PERSON
Chicago,1,GPE,6.0,GPE
DRESSING,1,ORG,0.0,0
DUH,1,ORG,0.0,0
Elk,1,GPE,0.0,0
England,1,GPE,2.0,GPE
Ernesto,1,PERSON,0.0,0
Eww,1,PERSON,0.0,0
Ewww,1,PERSON,0.0,0
FRIES,1,ORG,0.0,0
Fairmont,1,PERSON,0.0,0
Federal,1,ORG,0.0,0
EXTREMELY,1,ORG,0.0,0
EWE,1,ORG,0.0,0
DUMBASS,1,ORG,0.0,0
Decor,1,ORG,0.0,0
Depressing,1,GPE,0.0,0
Dessert,1,ORG,1.0,PERSON
Destin,1,GPE,0.0,0
Detroit,1,GPE,2.0,GPE
Dinners,1,PERSON,0.0,0
Dominos,1,GPE,0.0,0
Dustin,1,PERSON,0.0,0
EATING,1,PERSON,0.0,0
EPIC,1,ORG,0.0,0
AMERICA,1,GPE,0.0,0
ASSHOLE,1,ORG,0.0,0
AUDACITY,1,ORG,0.0,0
AVOID,1,ORG,0.0,0
Absurd,1,PERSON,0.0,0
Adios,1,ORG,0.0,0
Alcoholic,1,ORG,1.0,ORG
Alright,1,PERSON,0.0,0
Amazing,1,ORG,5.0,PERSON
Andre,1,PERSON,0.0,0
ALWAYS,1,ORG,5.0,ORG
:(,1,GPE,0.0,0
Appetizer,1,PERSON,0.0,0
CUSTOMERS,1,ORG,0.0,0
Bloomingdale,1,ORG,0.0,0
Box,1,PERSON,0.0,0
Boyfriend,1,PERSON,0.0,0
Braintree,1,GPE,2.0,GPE
Brewers,1,ORG,2.0,ORG
Broccoli,1,PERSON,1.0,PERSON
Brookfield,1,GPE,1.0,GPE
Brunch,1,PERSON,0.0,0
Buena,1,PERSON,0.0,0
Buffallo,1,GPE,0.0,0
Buffalo,1,ORG,9.0,GPE
Burlington,1,ORG,1.0,ORG
CLEAN,1,ORG,0.0,0
Bloody,1,PERSON,1.0,PERSON
Blanche,1,ORG,0.0,0
Apps,1,PERSON,1.0,PERSON
Atlanta,1,GPE,1.0,GPE
Atleast,1,PERSON,0.0,0
Awful,1,ORG,0.0,0
BAD!!!If,1,GPE,0.0,0
BEYOND,1,ORG,0.0,0
BFF,1,ORG,0.0,0
BFM,1,ORG,0.0,0
BOTTLED,1,ORG,0.0,0
BTW,1,ORG,0.0,0
BURNT,1,ORG,0.0,0
Bacardi,1,ORG,0.0,0
Flavor,1,PERSON,1.0,PERSON
Reason,1,GPE,0.0,0
Nba,1,ORG,0.0,0
Medium,1,ORG,2.0,PERSON
Megan,1,PERSON,6.0,PERSON
Mellisa,1,PERSON,0.0,0
Mikes,1,GPE,0.0,0
Mission,1,ORG,0.0,0
Mosul,1,GPE,0.0,0
NIGHTMARE,1,ORG,0.0,0
NY​,1,GPE,0.0,0
McGuire,1,PERSON,0.0,0
MINUTES,1,PERSON,0.0,0
Louisville,1,GPE,0.0,0
Lukas,1,PERSON,0.0,0
MATCH,1,GPE,0.0,0
Macaroni,1,PERSON,1.0,ORG
Manager,1,PERSON,0.0,0
Maryland,1,GPE,0.0,0
Mass.,1,GPE,0.0,0
Pensacola,1,GPE,0.0,0
Pepsi,1,ORG,0.0,0
Perrier,1,GPE,0.0,0
Pfft,1,PERSON,0.0,0
Pharmacy,1,GPE,0.0,0
Philly,1,GPE,0.0,0
Pleasanton,1,GPE,0.0,0
Potomac,1,ORG,0.0,0
Prozac,1,PERSON,0.0,0
RAW,1,ORG,0.0,0
RECOGNIZE,1,ORG,0.0,0
RESTURANT,1,ORG,0.0,0
REVIEW,1,ORG,0.0,0
POLICE,1,ORG,0.0,0
OVERPRICED,1,ORG,0.0,0
Northface,1,ORG,0.0,0
PLLLEEEAAASSSEE,1,ORG,0.0,0
Orange,1,ORG,3.0,GPE
Oreos,1,GPE,0.0,0
Outback,1,GPE,5.0,GPE
PATHETIC,1,ORG,0.0,0
Levittown,1,GPE,0.0,0
Lesbian,1,GPE,0.0,0
Flustered,1,PERSON,0.0,0
GrossNever,1,ORG,0.0,0
GrubHub,1,ORG,0.0,0
HAIR,1,ORG,0.0,0
HEATHER,1,PERSON,0.0,0
HORRENDOUS,1,ORG,0.0,0
HORRIBLY,1,ORG,0.0,0
Hawthorne,1,GPE,0.0,0
Heath,1,PERSON,0.0,0
Highly,1,PERSON,0.0,0
Grandville,1,GPE,1.0,GPE
Gordon,1,PERSON,0.0,0
Foggy,1,PERSON,0.0,0
Foodies,1,PERSON,0.0,0
Forgot,1,ORG,0.0,0
Godzilla,1,PERSON,0.0,0
Froggy,1,PERSON,0.0,0
GASLAMP,1,ORG,0.0,0
GOLD.Probably,1,ORG,0.0,0
Garlic,1,PERSON,1.0,GPE
Gluten,1,GPE,0.0,0
Horribleeeeee,1,PERSON,0.0,0
Leonard,1,PERSON,0.0,0
KKK,1,ORG,0.0,0
Kathryne,1,PERSON,0.0,0
Kendall,1,PERSON,0.0,0
Kirkland,1,PERSON,0.0,0
3:40pm,1,ORG,0.0,0
LA'QUANA,1,PERSON,0.0,0
LOCATION,1,PERSON,0.0,0
LOUDLY,1,ORG,0.0,0
Laguna,1,GPE,0.0,0
Lakewood,1,GPE,0.0,0
Legoland,1,PERSON,0.0,0
Lemonades,1,PERSON,0.0,0
KIONNA,1,ORG,0.0,0
KFC,1,ORG,0.0,0
Interior,1,ORG,0.0,0
Hostesses,1,GPE,0.0,0
Hummmm,1,PERSON,0.0,0
INITIAL,1,ORG,0.0,0
Idk,1,PERSON,0.0,0
Inglewood,1,GPE,0.0,0
Iraq,1,GPE,0.0,0
KATIE,1,PERSON,0.0,0
Izzy,1,PERSON,4.0,PERSON
JOB,1,PERSON,0.0,0
JackDaniels,1,ORG,0.0,0
Jennifer,1,PERSON,8.0,PERSON
Jessie,1,PERSON,13.0,PERSON
