entity,worst,da,best,da2
McDonalds,4,PERSON,0.0,0
NASTY,4,ORG,0.0,0
Denny,4,PERSON,0.0,0
DONT,4,ORG,0.0,0
Gross,4,PERSON,0.0,0
Danielle,3,PERSON,0.0,0
Arya,3,ORG,0.0,0
Crispers,3,ORG,0.0,0
Food,3,PERSON,16.0,PERSON
Chicken,3,PERSON,16.0,PERSON
Check,3,PERSON,0.0,0
Noooooo,3,PERSON,0.0,0
Rice,3,ORG,0.0,0
North,3,ORG,3.0,GPE
Staff,3,PERSON,10.0,PERSON
Morgan,3,ORG,0.0,0
Mom,3,ORG,0.0,0
TWO,3,ORG,0.0,0
Tamara,3,GPE,0.0,0
Islands,3,ORG,0.0,0
House,3,PERSON,0.0,0
Rebecca,3,PERSON,3.0,PERSON
ASK,3,PERSON,0.0,0
AWFUL,3,ORG,0.0,0
Wrong,2,GPE,0.0,0
Crystal,2,ORG,2.0,ORG
Crispy,2,GPE,5.0,GPE
AGAIN,2,ORG,0.0,0
HAILEY,2,ORG,0.0,0
Coconut,2,PERSON,1.0,ORG
Southington,2,GPE,0.0,0
Little,2,GPE,0.0,0
OUR,2,ORG,0.0,0
Smh,2,PERSON,0.0,0
Livermore,2,PERSON,2.0,PERSON
Tortilla,2,ORG,2.0,PERSON
Filthy,2,PERSON,0.0,0
DeLand,2,PERSON,0.0,0
Memphis,2,GPE,2.0,GPE
FL,2,ORG,4.0,ORG
Miami,2,GPE,0.0,0
Michael,2,PERSON,0.0,0
Ynez,2,GPE,0.0,0
EXTREMELY,2,ORG,4.0,ORG
Germantown,2,GPE,0.0,0
Gilroy,2,PERSON,2.0,PERSON
Super,2,PERSON,9.0,PERSON
Google,2,PERSON,0.0,0
Upland,2,ORG,2.0,GPE
Cesar,2,PERSON,0.0,0
Ashley,2,ORG,11.0,ORG
Vety,2,PERSON,0.0,0
SHUT,2,ORG,0.0,0
Presidente,2,PERSON,11.0,PERSON
BLUE,2,PERSON,0.0,0
Putin,2,GPE,0.0,0
BBQ,2,ORG,10.0,ORG
WTF,2,ORG,0.0,0
AZ,2,ORG,0.0,0
Asparagus,2,PERSON,1.0,GPE
Queso,2,GPE,8.0,ORG
Vicki,2,PERSON,0.0,0
SAME,2,ORG,0.0,0
Applebee's,2,ORG,0.0,0
RIGHT,2,PERSON,0.0,0
Kraft,2,ORG,0.0,0
Ronnie,2,PERSON,0.0,0
Rob,2,PERSON,0.0,0
Rachel,2,PERSON,7.0,PERSON
Mango,2,PERSON,10.0,GPE
Bastrop,2,GPE,0.0,0
ours,2,GPE,0.0,0
Jersey,2,GPE,0.0,0
Cassandra,2,PERSON,5.0,PERSON
Shiro,2,GPE,0.0,0
California,2,GPE,15.0,GPE
Shelly,2,PERSON,0.0,0
Veronica,2,PERSON,0.0,0
Server,2,PERSON,8.0,PERSON
Waitperson,2,PERSON,0.0,0
Lame,2,PERSON,0.0,0
CHILI,2,ORG,3.0,ORG
Fajitas,2,ORG,4.0,ORG
Panera,2,GPE,0.0,0
Manager,2,ORG,0.0,0
Japan,2,GPE,0.0,0
Buffalo,2,GPE,10.0,GPE
Buda,2,GPE,0.0,0
Brandon,2,PERSON,0.0,0
Boyfriend,2,PERSON,0.0,0
Bottom,2,PERSON,0.0,0
SUCKS,2,ORG,0.0,0
Bethany,2,GPE,1.0,GPE
Tijuana,1,GPE,0.0,0
UTMB,1,ORG,0.0,0
Tilapia,1,ORG,0.0,0
Victorville,1,GPE,0.0,0
Utter,1,PERSON,0.0,0
Universal,1,GPE,0.0,0
UNACCEPTABLE,1,ORG,0.0,0
UMass,1,GPE,0.0,0
Turkey,1,GPE,0.0,0
Truly,1,PERSON,0.0,0
Toledo,1,GPE,0.0,0
Sophie,1,PERSON,0.0,0
Sonic,1,ORG,0.0,0
Sincere!Visited,1,ORG,0.0,0
Silvia,1,PERSON,0.0,0
Sarasota,1,GPE,1.0,GPE
Saniyah,1,PERSON,0.0,0
STICKY,1,ORG,0.0,0
SKIN,1,ORG,0.0,0
SIMPLE,1,ORG,0.0,0
SHAMEFUL!If,1,PERSON,0.0,0
Spring-2013,1,GPE,0.0,0
Terlingua,1,GPE,0.0,0
Table,1,PERSON,0.0,0
Tabitha,1,PERSON,0.0,0
Suggest,1,PERSON,0.0,0
Stephen,1,PERSON,0.0,0
Steakhouse,1,ORG,0.0,0
Starbucks,1,GPE,0.0,0
Springhill-,1,ORG,0.0,0
Springfield,1,GPE,0.0,0
mid40,1,ORG,0.0,0
mid-40,1,ORG,0.0,0
martha,1,PERSON,0.0,0
management!!!Chillies,1,ORG,0.0,0
mad--,1,ORG,0.0,0
heaven,1,GPE,0.0,0
hasn't,1,ORG,0.0,0
shamefulI,1,ORG,0.0,0
out!Coustomer,1,ORG,0.0,0
n't,1,ORG,0.0,0
Yoshinoya,1,GPE,0.0,0
YOURSELF,1,PERSON,0.0,0
YES,1,ORG,3.0,PERSON
Wylie,1,PERSON,0.0,0
Wth,1,PERSON,0.0,0
Wtf,1,PERSON,0.0,0
Winnetka,1,GPE,0.0,0
Wilmington,1,GPE,1.0,GPE
Williams,1,ORG,0.0,0
Western,1,GPE,0.0,0
Westbury,1,GPE,0.0,0
Weird,1,ORG,0.0,0
Walmart,1,ORG,2.0,ORG
Waiter,1,ORG,0.0,0
Waikiki,1,GPE,1.0,GPE
Waikele,1,GPE,0.0,0
WV,1,GPE,0.0,0
WONDERFUL,1,ORG,1.0,ORG
ZOOSK,1,ORG,0.0,0
tow(and,1,GPE,0.0,0
bathroomSo,1,ORG,0.0,0
Reginaldo,1,PERSON,0.0,0
Redlands,1,GPE,1.0,GPE
Cilantro,1,PERSON,0.0,0
Cincinnati,1,GPE,0.0,0
Concord,1,GPE,2.0,GPE
DETEST,1,ORG,0.0,0
Deltona,1,ORG,0.0,0
DISGUSTING,1,ORG,0.0,0
DRAGGING,1,ORG,0.0,0
Dearborn,1,GPE,0.0,0
Chili's(8510,1,ORG,0.0,0
Chernobyl,1,ORG,0.0,0
Cheddars,1,ORG,0.0,0
Cheddar,1,GPE,6.0,PERSON
Charleston,1,GPE,0.0,0
Cajun,1,ORG,0.0,0
COVERED,1,ORG,0.0,0
CLOSEST,1,ORG,0.0,0
CLEAN,1,ORG,0.0,0
Delran,1,GPE,0.0,0
CHEWED,1,ORG,0.0,0
FLATBREADS,1,ORG,0.0,0
FOREVER,1,ORG,0.0,0
Fairbanks,1,GPE,0.0,0
Fallbrook,1,GPE,0.0,0
Family,1,GPE,0.0,0
Dennys,1,GPE,0.0,0
Florida,1,GPE,1.0,GPE
Fontana,1,GPE,2.0,GPE
Forney,1,PERSON,0.0,0
Foursquare,1,ORG,1.0,ORG
Entree,1,ORG,0.0,0
EVERYTHINGS,1,ORG,0.0,0
EVERYTHING,1,ORG,0.0,0
EMILY,1,PERSON,0.0,0
Dumb,1,ORG,0.0,0
Dressings,1,ORG,0.0,0
Disney,1,ORG,0.0,0
Disgusting,1,PERSON,0.0,0
Dessert,1,PERSON,0.0,0
Depends,1,PERSON,0.0,0
CHILIS,1,ORG,0.0,0
CHEESE,1,ORG,0.0,0
Fresca,1,PERSON,0.0,0
9/19/14,1,PERSON,0.0,0
ALWAYS,1,ORG,2.0,ORG
ALWAYS.Not,1,ORG,0.0,0
AMAZED,1,ORG,0.0,0
ANYWHERE,1,ORG,0.0,0
8days,1,ORG,0.0,0
8510,1,ORG,0.0,0
846pm,1,PERSON,0.0,0
AWESOME,1,ORG,7.0,ORG
Adriana,1,PERSON,2.0,PERSON
Butch,1,PERSON,0.0,0
Beginning,1,GPE,0.0,0
5:54pm,1,ORG,0.0,0
Bartender,1,PERSON,6.0,PERSON
Bc,1,ORG,0.0,0
Birmingham,1,GPE,0.0,0
Brenda,1,PERSON,0.0,0
Broccolis,1,PERSON,0.0,0
Bummer,1,ORG,0.0,0
BLOODY,1,ORG,0.0,0
Atmosphere,1,PERSON,3.0,PERSON
Applebees,1,PERSON,3.0,ORG
Anthem,1,GPE,0.0,0
Angelica,1,ORG,17.0,PERSON
Andover,1,ORG,0.0,0
America,1,GPE,5.0,GPE
Allan,1,PERSON,0.0,0
Alfredo,1,PERSON,2.0,PERSON
Fremont,1,GPE,4.0,GPE
Reading,1,ORG,0.0,0
Mortons,1,ORG,0.0,0
Mother,1,PERSON,11.0,ORG
Muchas,1,PERSON,0.0,0
Murfreesboro,1,ORG,0.0,0
Murrieta,1,PERSON,3.0,GPE
NOISEY,1,ORG,0.0,0
NOTHING,1,ORG,1.0,ORG
Napkins,1,GPE,0.0,0
Narsty,1,GPE,0.0,0
Monrovia,1,GPE,2.0,GPE
Mississippi,1,GPE,0.0,0
Minneapolis,1,GPE,0.0,0
Mililani,1,GPE,15.0,GPE
Michigan,1,GPE,0.0,0
Mexico,1,GPE,0.0,0
Melissa,1,PERSON,3.0,PERSON
Mediocre,1,PERSON,0.0,0
Mcdonalds,1,ORG,0.0,0
McKnight,1,PERSON,0.0,0
McKinney,1,PERSON,0.0,0
Maxine,1,PERSON,0.0,0
Matthew,1,PERSON,2.0,PERSON
Marshall,1,PERSON,0.0,0
Margaritas,1,ORG,13.0,ORG
QUITE,1,ORG,0.0,0
Patties,1,PERSON,0.0,0
Paulo,1,GPE,0.0,0
Pearl,1,ORG,0.0,0
Perkins,1,PERSON,0.0,0
Pflugerville,1,GPE,0.0,0
Poplar,1,GPE,0.0,0
RANDOM,1,ORG,0.0,0
REALLY,1,ORG,5.0,ORG
ROB,1,ORG,0.0,0
RONNIE,1,PERSON,0.0,0
Ralphie,1,PERSON,0.0,0
Pathetic,1,GPE,0.0,0
POS,1,ORG,0.0,0
PLENTY,1,ORG,0.0,0
PLENTI,1,ORG,0.0,0
PISSED,1,ORG,0.0,0
Oxford,1,GPE,1.0,GPE
Overheard,1,PERSON,0.0,0
Outlet,1,ORG,0.0,0
Okemos,1,GPE,0.0,0
Oakland,1,GPE,0.0,0
Fries,1,PERSON,0.0,0
INCORRECT,1,ORG,0.0,0
Hobby,1,ORG,0.0,0
Homewood,1,ORG,0.0,0
INCLUDING,1,ORG,0.0,0
Jessica,1,PERSON,0.0,0
Iced,1,ORG,0.0,0
Ina,1,PERSON,0.0,0
Interurban,1,ORG,0.0,0
Isaac,1,PERSON,1.0,PERSON
JESSICA,1,ORG,0.0,0
Hanford,1,GPE,4.0,GPE
HQ,1,ORG,0.0,0
HEB,1,ORG,0.0,0
Gonzales,1,GPE,0.0,0
Georgia,1,GPE,0.0,0
Geo,1,PERSON,0.0,0
Galveston,1,GPE,0.0,0
GROSS,1,ORG,0.0,0
GOVERNMENT,1,ORG,0.0,0
GILROY,1,ORG,0.0,0
GARBAGE,1,ORG,0.0,0
Management,1,PERSON,0.0,0
MAKING,1,ORG,0.0,0
Lincoln,1,ORG,1.0,ORG
Lindbergh,1,PERSON,0.0,0
Loudly,1,PERSON,0.0,0
Louisville,1,GPE,0.0,0
MACARONI,1,ORG,0.0,0
MIA,1,ORG,0.0,0
MICROWAVED,1,ORG,0.0,0
MICROWAVING,1,ORG,0.0,0
MISTAKE,1,PERSON,0.0,0
MS.This,1,GPE,0.0,0
Laurie,1,PERSON,0.0,0
Laughlin,1,GPE,0.0,0
Lashondra,1,PERSON,0.0,0
LINE!.,1,GPE,0.0,0
Kirkwood,1,PERSON,0.0,0
Kingman,1,PERSON,0.0,0
Kevin,1,PERSON,19.0,PERSON
Kennesaw,1,GPE,0.0,0
Kelsie,1,PERSON,0.0,0
KITCHEN,1,ORG,0.0,0
Julio,1,PERSON,0.0,0
LYING,1,ORG,0.0,0
