entity,worst,da,best,da2
BEYOND,4,PERSON,0.0,0
Rita,4,PERSON,0.0,0
Pero,4,ORG,0.0,0
Brandon,3,PERSON,41.0,PERSON
ANYONE,3,ORG,0.0,0
ASK,3,ORG,6.0,ORG
PISSED,3,ORG,0.0,0
Poozokie,3,ORG,0.0,0
Brussels,3,GPE,52.0,GPE
Buffalo,3,ORG,29.0,GPE
WOW,3,ORG,35.0,ORG
Corporate,3,ORG,0.0,0
Allen,3,PERSON,0.0,0
Pasadena,3,GPE,10.0,GPE
Party,3,PERSON,0.0,0
Austin,3,GPE,29.0,GPE
UNCOOKED,3,ORG,0.0,0
Lindsey,3,PERSON,8.0,PERSON
Applebee,3,ORG,23.0,ORG
Bartender,3,PERSON,9.0,PERSON
Angel,3,ORG,0.0,0
Carlos,3,PERSON,0.0,0
Target,3,ORG,3.0,GPE
Pizza,3,ORG,0.0,0
Modesto,3,GPE,10.0,GPE
Norman,3,GPE,0.0,0
Gordon,3,GPE,0.0,0
NOOOO,3,ORG,0.0,0
North,3,PERSON,31.0,ORG
Menifee,3,ORG,9.0,ORG
STAY,3,ORG,0.0,0
EXTREMELY,3,ORG,0.0,0
NFL,3,ORG,19.0,ORG
El,3,PERSON,7.0,GPE
MY,3,GPE,0.0,0
Eric,3,PERSON,35.0,ORG
8:00pm,3,ORG,0.0,0
NOPE,3,ORG,0.0,0
Hmmmm,3,ORG,0.0,0
Dustin,3,PERSON,16.0,PERSON
Orlando,3,PERSON,25.0,PERSON
Salad,3,ORG,0.0,0
Sacramento,2,GPE,11.0,GPE
Katrina,2,PERSON,13.0,GPE
Front,2,GPE,0.0,0
Friend,2,PERSON,0.0,0
Justin,2,PERSON,34.0,PERSON
Felix,2,PERSON,1.0,PERSON
Fried,2,PERSON,0.0,0
Texas,2,GPE,25.0,GPE
COMPLETELY,2,ORG,0.0,0
Folsom,2,PERSON,11.0,PERSON
Salinas,2,PERSON,6.0,PERSON
CPK,2,ORG,4.0,ORG
Calaya,2,PERSON,0.0,0
CRAZY,2,ORG,0.0,0
Calamari,2,ORG,22.0,ORG
SMALLER,2,PERSON,0.0,0
CYNTHIA,2,PERSON,0.0,0
Culver,2,GPE,6.0,GPE
Downey,2,PERSON,0.0,0
Coddingtown!I,2,GPE,0.0,0
REALLY,2,ORG,15.0,ORG
CHARGED,2,ORG,0.0,0
Sriracha,2,ORG,24.0,ORG
INCORRECT,2,ORG,0.0,0
I-45,2,ORG,0.0,0
Steve,2,ORG,19.0,ORG
Crispy,2,PERSON,15.0,PERSON
Steven,2,PERSON,44.0,PERSON
Crystal,2,ORG,15.0,PERSON
Hawaii,2,GPE,6.0,GPE
ENTIRE,2,ORG,0.0,0
Tacoma,2,GPE,0.0,0
Celeste,2,PERSON,3.0,PERSON
Escondido,2,GPE,3.0,GPE
Elk,2,PERSON,16.0,GPE
TWICE,2,ORG,0.0,0
Charlottesville,2,GPE,2.0,GPE
Restaurant,2,ORG,12.0,ORG
EXACTLY,2,ORG,0.0,0
Jeremiah,2,PERSON,112.0,PERSON
Chicken,2,PERSON,58.0,ORG
Chili,2,ORG,141.0,PERSON
Chipotle,2,PERSON,4.0,GPE
BOH,2,ORG,0.0,0
Gainesville,2,GPE,12.0,GPE
Matt,2,PERSON,9.0,PERSON
Mallory,2,PERSON,0.0,0
Musta,2,PERSON,0.0,0
Walmart,2,ORG,0.0,0
ALWAYS,2,ORG,16.0,ORG
Waitperson,2,ORG,0.0,0
MUCH,2,ORG,0.0,0
NOBODY,2,ORG,0.0,0
Oklahoma,2,GPE,4.0,GPE
Yup,2,PERSON,0.0,0
Yikes,2,GPE,0.0,0
Order,2,ORG,0.0,0
Mecca,2,GPE,0.0,0
YET,2,ORG,0.0,0
William,2,PERSON,24.0,ORG
Newark,2,GPE,6.0,GPE
Awful,2,PERSON,0.0,0
BBB,2,ORG,0.0,0
BEFORE,2,ORG,0.0,0
Natasha,2,PERSON,6.0,PERSON
Barefoot,2,PERSON,0.0,0
Brian,2,PERSON,47.0,PERSON
Broncos,2,ORG,0.0,0
Brussel,2,ORG,39.0,ORG
Kimberly,2,PERSON,6.0,PERSON
Kevin,2,PERSON,33.0,PERSON
Alejandro,2,PERSON,0.0,0
Velveeta,2,ORG,0.0,0
Palmer,2,PERSON,0.0,0
Umm,2,PERSON,0.0,0
OFC,1,ORG,0.0,0
Newpark,1,ORG,0.0,0
SALTY,1,ORG,0.0,0
yellowstone,1,GPE,0.0,0
OUTSIDE,1,ORG,1.0,PERSON
OBVIOUSLY,1,ORG,0.0,0
SFO,1,ORG,0.0,0
SERVICE,1,ORG,1.0,ORG
Russos,1,PERSON,0.0,0
Northgate,1,ORG,1.0,ORG
No,1,ORG,0.0,0
Russo,1,PERSON,0.0,0
OHHH,1,ORG,0.0,0
Rolls,1,ORG,10.0,ORG
Nicole,1,PERSON,23.0,ORG
u,1,ORG,0.0,0
Octoberfest,1,ORG,4.0,PERSON
Palmdale,1,GPE,2.0,GPE
RECEIVED,1,ORG,0.0,0
REASON,1,ORG,0.0,0
POISONING,1,ORG,0.0,0
POORLY,1,ORG,0.0,0
Paige,1,PERSON,0.0,0
RANCH,1,PERSON,0.0,0
Psycho,1,PERSON,0.0,0
REVIEW,1,ORG,0.0,0
unhappy!My,1,GPE,0.0,0
Patriots,1,ORG,2.0,ORG
Ps,1,PERSON,1.0,GPE
Pricilla,1,PERSON,0.0,0
Peanut,1,ORG,11.0,GPE
Pepsi,1,ORG,7.0,ORG
RETARDED,1,ORG,0.0,0
RIDICULOUS,1,ORG,0.0,0
Realmente,1,PERSON,0.0,0
Rancho,1,GPE,6.0,GPE
PERSONS,1,ORG,0.0,0
Ragu,1,ORG,0.0,0
Outback,1,ORG,4.0,PERSON
RUDENESS,1,ORG,0.0,0
PDQ,1,ORG,0.0,0
RSM,1,ORG,8.0,ORG
ROGELIO,1,PERSON,0.0,0
SHAME,1,ORG,0.0,0
Whomever,1,PERSON,0.0,0
Webster,1,PERSON,3.0,ORG
Wedge,1,ORG,5.0,ORG
middle-,1,ORG,0.0,0
Westfield,1,GPE,0.0,0
Westlake,1,GPE,2.0,GPE
Westwood,1,ORG,10.0,ORG
Woodland,1,GPE,2.0,GPE
Wyders,1,ORG,0.0,0
YELPER,1,ORG,0.0,0
me!First,1,PERSON,0.0,0
Yardhouse,1,GPE,3.0,ORG
Yelling,1,GPE,0.0,0
Yelpers,1,ORG,4.0,ORG
Watermelon,1,GPE,11.0,ORG
Waitresses,1,PERSON,0.0,0
UNTIL,1,ORG,0.0,0
UPDATE,1,ORG,0.0,0
Ugg,1,PERSON,0.0,0
Unbelieveable,1,GPE,1.0,GPE
Unfortunate,1,ORG,0.0,0
VW,1,ORG,0.0,0
Vacaville,1,GPE,8.0,GPE
WASTED,1,ORG,0.0,0
WEEEEELLL,1,ORG,0.0,0
WHERE,1,PERSON,0.0,0
ever!!!When,1,ORG,0.0,0
food!!*Ate,1,GPE,0.0,0
dance!.,1,PERSON,0.0,0
allWow,1,GPE,0.0,0
business!I,1,GPE,0.0,0
UNSANITARY,1,ORG,0.0,0
UNPROFESSIONAL,1,ORG,0.0,0
Sizzler,1,PERSON,0.0,0
Shaniqua,1,PERSON,0.0,0
Shenandoah,1,ORG,0.0,0
Sheriff,1,PERSON,0.0,0
Shrimp,1,PERSON,7.0,ORG
Shroom,1,ORG,0.0,0
Silvia,1,PERSON,0.0,0
Sisters,1,GPE,0.0,0
Stockton,1,GPE,5.0,GPE
Slowest,1,PERSON,0.0,0
Smh,1,PERSON,0.0,0
Something,1,GPE,0.0,0
Sooooooo,1,PERSON,0.0,0
Sparks,1,PERSON,4.0,PERSON
Starbuck,1,PERSON,0.0,0
Sepulveda,1,PERSON,0.0,0
Sedona,1,PERSON,0.0,0
SHANIQUA,1,PERSON,0.0,0
SHAVINGS,1,ORG,0.0,0
SLOOOOOOOOOW,1,ORG,0.0,0
SOMETHING,1,PERSON,0.0,0
SPANISH,1,PERSON,0.0,0
STARVING,1,ORG,0.0,0
SUPER,1,ORG,8.0,ORG
SUPPOSED,1,ORG,0.0,0
Salinas-,1,GPE,0.0,0
Salmon,1,PERSON,36.0,PERSON
Santa,1,PERSON,30.0,GPE
Stephanie,1,PERSON,39.0,PERSON
Stouffers,1,ORG,0.0,0
UNBELIEVABLE,1,ORG,0.0,0
Tip,1,PERSON,0.0,0
Tomato,1,GPE,12.0,ORG
Torrance,1,GPE,3.0,PERSON
Tyler,1,PERSON,0.0,0
UHHGEN,1,ORG,0.0,0
Tennessee,1,GPE,0.0,0
Sup,1,PERSON,0.0,0
Suuuuure,1,PERSON,0.0,0
TABLES,1,ORG,0.0,0
TARTAR,1,ORG,0.0,0
THIRSTY,1,ORG,0.0,0
TOGETHER,1,ORG,0.0,0
TX,1,GPE,7.0,PERSON
Tampa,1,PERSON,0.0,0
Tanforan,1,GPE,4.0,GPE
Newcastle,1,ORG,2.0,ORG
Nevada,1,GPE,3.0,GPE
Aimee,1,PERSON,0.0,0
ABSOLUTE,1,PERSON,0.0,0
ALSO-,1,ORG,0.0,0
ANNOYING,1,ORG,1.0,ORG
ARGUED,1,ORG,0.0,0
ASSUMED,1,ORG,0.0,0
AVOID,1,PERSON,0.0,0
Abysmal,1,PERSON,0.0,0
Acapulco,1,GPE,1.0,GPE
Addison,1,ORG,0.0,0
Alpine,1,ORG,0.0,0
Alright,1,PERSON,0.0,0
Amazing,1,ORG,9.0,ORG
Amber,1,PERSON,38.0,PERSON
America,1,GPE,0.0,0
Andrew,1,PERSON,34.0,PERSON
Applewood,1,ORG,6.0,ORG
Argue,1,GPE,0.0,0
Arizona,1,GPE,20.0,PERSON
Arrived,1,ORG,1.0,PERSON
@ss,1,PERSON,0.0,0
@6,1,PERSON,0.0,0
11:45pm,1,ORG,0.0,0
-$2,1,ORG,0.0,0
12:10pm,1,ORG,0.0,0
4/16/2015,1,PERSON,0.0,0
Avacado,1,PERSON,4.0,ORG
INCONVENIENT,1,ORG,0.0,0
Hefeweizen,1,ORG,18.0,ORG
Henderson,1,PERSON,6.0,PERSON
Hershey,1,ORG,0.0,0
Honestly,1,PERSON,13.0,PERSON
Hooters,1,ORG,2.0,ORG
Hospitality,1,ORG,0.0,0
Hubby,1,PERSON,24.0,PERSON
Huntington,1,GPE,10.0,GPE
IIRC,1,ORG,0.0,0
INATTENTIVE,1,ORG,0.0,0
INGREDIENT,1,ORG,0.0,0
Keg,1,ORG,0.0,0
INSENSITIVE,1,ORG,0.0,0
Intimidating,1,ORG,0.0,0
Irvine,1,GPE,7.0,GPE
Jasmine,1,ORG,0.0,0
Jennifer,1,PERSON,27.0,PERSON
Johnny,1,PERSON,13.0,PERSON
Julie,1,PERSON,15.0,PERSON
Katherine,1,PERSON,0.0,0
Hazard,1,ORG,0.0,0
HOSPITALIZE,1,ORG,0.0,0
Flavor,1,PERSON,1.0,PERSON
Florida,1,GPE,15.0,GPE
GARBAGE,1,ORG,0.0,0
Gargantuan,1,PERSON,0.0,0
Gatorade,1,ORG,0.0,0
Generic,1,ORG,0.0,0
Genuine,1,ORG,0.0,0
Ghiradelli,1,PERSON,4.0,GPE
Gingerale,1,ORG,0.0,0
Glendale,1,ORG,16.0,GPE
Guy,1,PERSON,0.0,0
HIGHLY,1,ORG,0.0,0
HORRENDOUS,1,ORG,0.0,0
HORRID,1,ORG,0.0,0
HORRIFIC,1,ORG,0.0,0
Kayleigh,1,PERSON,0.0,0
Kendall,1,PERSON,4.0,PERSON
Ffood,1,ORG,0.0,0
Morrison,1,PERSON,0.0,0
Mexican,1,ORG,0.0,0
Michelina,1,ORG,0.0,0
Missouri,1,GPE,1.0,GPE
Moctezuma,1,PERSON,0.0,0
Mojito,1,PERSON,5.0,PERSON
Monica,1,PERSON,7.0,PERSON
Monrovia,1,GPE,1.0,GPE
Kitchen,1,PERSON,4.0,PERSON
Mowry,1,GPE,0.0,0
NASDAQ,1,ORG,0.0,0
NEGATIVE,1,ORG,0.0,0
NOHING,1,ORG,0.0,0
NORMAN,1,ORG,0.0,0
Nashville,1,GPE,6.0,PERSON
Nausea,1,PERSON,0.0,0
Medium,1,ORG,5.0,ORG
Mccandless,1,GPE,0.0,0
McFlurry,1,ORG,0.0,0
Kraft,1,ORG,0.0,0
Kristen,1,PERSON,20.0,PERSON
LA.oh,1,GPE,0.0,0
LOLOLOL,1,ORG,0.0,0
Lettuce,1,PERSON,1.0,PERSON
Louisiana,1,GPE,2.0,GPE
Luckly,1,PERSON,0.0,0
MANAGEMENT,1,ORG,0.0,0
MANAGER,1,ORG,0.0,0
MEDIUM,1,ORG,0.0,0
MONTHS,1,ORG,2.0,ORG
MOVIE,1,PERSON,0.0,0
MUTHAFUCKA,1,ORG,0.0,0
Maria,1,PERSON,0.0,0
Marlena,1,PERSON,0.0,0
Marlene,1,PERSON,0.0,0
Mayonnaise,1,PERSON,0.0,0
CASUAL,1,ORG,0.0,0
CHRISTIAN,1,ORG,0.0,0
CLEAN,1,ORG,0.0,0
COMEBACK,1,ORG,0.0,0
CUSTOMER,1,ORG,0.0,0
Cameron,1,ORG,13.0,ORG
Candice,1,PERSON,4.0,PERSON
Canucks,1,ORG,0.0,0
Carlsbad,1,GPE,17.0,ORG
Colossal,1,ORG,0.0,0
Chaale,1,PERSON,0.0,0
Chantell,1,PERSON,0.0,0
Cheetos,1,ORG,0.0,0
Chicago,1,GPE,73.0,PERSON
Christina,1,PERSON,41.0,PERSON
Christoper,1,PERSON,0.0,0
Christopher,1,PERSON,7.0,PERSON
Claim,1,ORG,0.0,0
CARDINAL,1,ORG,0.0,0
C'mon,1,PERSON,0.0,0
C&C,1,ORG,0.0,0
Burbank,1,GPE,4.0,GPE
BECKHAM,1,PERSON,0.0,0
BISSHH,1,ORG,0.0,0
BLACK,1,ORG,2.0,ORG
BLAMED,1,ORG,0.0,0
BRENTWOOD,1,GPE,0.0,0
Barbacoa,1,PERSON,0.0,0
Beltline,1,PERSON,0.0,0
Bj,1,ORG,8.0,ORG
Booked,1,GPE,0.0,0
Box,1,PERSON,2.0,PERSON
Brandy,1,PERSON,0.0,0
Bud,1,PERSON,0.0,0
Cliff,1,PERSON,0.0,0
Columbus,1,GPE,13.0,ORG
Doordash,1,PERSON,0.0,0
Driver,1,PERSON,0.0,0
E.J.,1,PERSON,0.0,0
EDWARD,1,PERSON,0.0,0
EMPTY,1,ORG,0.0,0
EVERYONE,1,ORG,2.0,ORG
EVERYTHING,1,ORG,8.0,ORG
EXTRA,1,ORG,0.0,0
Elisha,1,PERSON,0.0,0
Emory,1,ORG,0.0,0
Entree,1,ORG,1.0,ORG
Eww,1,PERSON,0.0,0
FASTING,1,ORG,0.0,0
FILLED,1,ORG,0.0,0
FOH,1,ORG,5.0,ORG
FRIED,1,ORG,0.0,0
Facebook,1,ORG,2.0,PERSON
FailArmy,1,ORG,0.0,0
Fbombs,1,GPE,0.0,0
Dinner=,1,PERSON,0.0,0
Dijon,1,GPE,0.0,0
Digiorno,1,ORG,0.0,0
Corpus,1,GPE,4.0,GPE
Country,1,ORG,0.0,0
Cramped,1,PERSON,0.0,0
Credit,1,ORG,0.0,0
Cuando,1,PERSON,0.0,0
Cupertino,1,GPE,4.0,GPE
Customer,1,ORG,5.0,ORG
Cynthia,1,PERSON,5.0,PERSON
DEFINITELY,1,ORG,2.0,ORG
DIFFERENCE,1,ORG,0.0,0
Danielle,1,PERSON,2.0,PERSON
Defiantly,1,PERSON,4.0,ORG
Delish,1,PERSON,18.0,GPE
Denton,1,PERSON,11.0,PERSON
