,business_id,ticker,y_pred_proba
1311,tgi-fridays-washington-4,TGIF,0.08881554442622008
1929,red-robin-gourmet-burgers-braintree,RRGB,0.08855641480719545
2265,red-robin-gourmet-burgers-willoughby,RRGB,0.08852575858897127
476,applebees-neighborhood-grill-and-bar-owensboro-3,APPB,0.0885020927202147
995,california-pizza-kitchen-bridgewater,CPKI,0.08842710361693629
1947,red-robin-gourmet-burgers-stockton,RRGB,0.08804868073699967
2285,red-robin-gourmet-burgers-oshkosh,RRGB,0.08762292628092827
328,applebees-neighborhood-grill-and-bar-reading-5,APPB,0.08738284284833586
1181,tgi-fridays-dublin-2,TGIF,0.08714684646851023
2206,red-robin-gourmet-burgers-foxborough-2,RRGB,0.08711781467142166
1585,bjs-restaurant-and-brewhouse-fort-collins-2,BJRI,0.08707162113407763
1405,tgi-fridays-watford,TGIF,0.08692661554005032
1564,bjs-restaurant-and-brewhouse-little-rock,BJRI,0.08685349861164704
2188,red-robin-gourmet-burgers-killeen,RRGB,0.08667401380428308
1296,tgi-fridays-macroplaza-tijuana,TGIF,0.08657477153661719
1312,tgi-fridays-canc%C3%BAn-2,TGIF,0.08645976138248801
2196,red-robin-gourmet-burgers-carlisle,RRGB,0.08602222404393378
2263,red-robin-gourmet-burgers-rogers,RRGB,0.08559096850656345
214,applebees-neighborhood-grill-and-bar-corunna-2,APPB,0.08513878884718706
1204,tgi-fridays-evansville,TGIF,0.08474912779157884
469,applebees-neighborhood-grill-and-bar-rome-6,APPB,0.08454650687419485
2059,red-robin-gourmet-burgers-brighton,RRGB,0.08431772053562403
1409,tgi-fridays-fairborn,TGIF,0.08400547275214465
480,applebees-neighborhood-grill-and-bar-fairmont-2,APPB,0.08343673614412406
1413,tgi-fridays-paducah,TGIF,0.08341402176078927
1006,california-pizza-kitchen-santa-clara-4,CPKI,0.08333271097646777
594,chilis-brandon,CHIL,0.0821829136721115
353,applebees-neighborhood-grill-and-bar-winchester-3,APPB,0.08205046232587443
1105,california-pizza-kitchen-newark,CPKI,0.0818524400256756
1012,california-pizza-kitchen-honolulu-4,CPKI,0.08169144963363417
1201,tgi-fridays-stockholm,TGIF,0.08155837533507382
1516,bjs-restaurant-and-brewhouse-albuquerque-3,BJRI,0.08155811864008566
1389,tgi-fridays-sheffield,TGIF,0.08146408361206248
1248,tgi-fridays-strongsville-2,TGIF,0.08146233690774274
1910,red-robin-gourmet-burgers-milford,RRGB,0.0814554636079945
1062,california-pizza-kitchen-northbrook,CPKI,0.08117733112594494
2052,red-robin-gourmet-burgers-abbotsford,RRGB,0.08114300268845998
1480,tgi-fridays-stockholm-2,TGIF,0.0810309153840767
1984,red-robin-gourmet-burgers-bethel-park,RRGB,0.08063817529252493
1259,tgi-fridays-wayne,TGIF,0.08048211396453486
2260,red-robin-gourmet-burgers-buford,RRGB,0.08022529437277781
1469,tgi-fridays-manchester-9,TGIF,0.07973537577084233
1615,bjs-restaurant-and-brewhouse-oklahoma-city-2,BJRI,0.07969833328852194
848,chilis-pocatello,CHIL,0.07966607774074363
1573,bjs-restaurant-and-brewhouse-columbia,BJRI,0.07950567328472335
475,applebees-neighborhood-grill-and-bar-clinton-9,APPB,0.07934837712102294
1365,tgi-fridays-homestead-3,TGIF,0.07908291812224766
2152,red-robin-gourmet-burgers-camillus,RRGB,0.07893245706792329
971,california-pizza-kitchen-zapopan,CPKI,0.07878224011106705
1098,california-pizza-kitchen-singapore,CPKI,0.07839607479201971
2080,red-robin-gourmet-burgers-nashua-2,RRGB,0.07823209586547997
683,chilis-saint-cloud,CHIL,0.07802341133555935
1400,tgi-fridays-guildford,TGIF,0.07790252208178572
1652,bjs-restaurant-and-brewhouse-lexington-2,BJRI,0.07778816602237759
2185,red-robin-gourmet-burgers-kentwood,RRGB,0.07774851272734706
1877,the-cheesecake-factory-glendale-3,CAKE,0.0776761438224175
2117,red-robin-gourmet-burgers-brick,RRGB,0.07753152889456494
1528,bjs-restaurant-and-brewhouse-vienna-2,BJRI,0.07743698888405404
822,chilis-joplin,CHIL,0.07735552761609532
2192,red-robin-gourmet-burgers-norman,RRGB,0.07732563440342122
1097,california-pizza-kitchen-charlotte,CPKI,0.07730765028119468
1435,tgi-fridays-dublin,TGIF,0.07711968138632619
1205,tgi-fridays-oaklands-park,TGIF,0.07660352413637195
825,chilis-camden,CHIL,0.0765811700357204
1647,bjs-restaurant-and-brewhouse-fredericksburg,BJRI,0.07656613598861517
1994,red-robin-gourmet-burgers-cincinnati,RRGB,0.07641055063922597
571,chilis-cleveland,CHIL,0.07640666868053025
2067,red-robin-gourmet-burgers-skokie-2,RRGB,0.07637342975762695
2267,red-robin-gourmet-burgers-lakewood-5,RRGB,0.07627479529789716
1971,red-robin-gourmet-burgers-altoona,RRGB,0.07623959238416944
234,applebees-neighborhood-grill-and-bar-wichita-11,APPB,0.07611347156799386
2086,red-robin-gourmet-burgers-glen-allen,RRGB,0.07598910951334048
2121,red-robin-gourmet-burgers-coquitlam,RRGB,0.07574154902550434
1317,tgi-fridays-enfield-2,TGIF,0.07572170605338524
891,chilis-aguadilla,CHIL,0.07540067146713514
710,chilis-rochester,CHIL,0.07513571853219325
2156,red-robin-gourmet-burgers-tampa,RRGB,0.07510042572228948
85,applebees-neighborhood-grill-and-bar-okeechobee,APPB,0.07504325696268299
770,chilis-jamaica,CHIL,0.0748943838891537
1894,the-cheesecake-factory-littleton-2,CAKE,0.07475095334252468
2022,red-robin-gourmet-burgers-olathe,RRGB,0.07461038852319912
1427,tgi-fridays-asheville,TGIF,0.07441813637543937
1475,tgi-fridays-crafton,TGIF,0.0743001312018553
309,applebees-neighborhood-grill-and-bar-clovis-5,APPB,0.07413529521713225
1458,tgi-fridays-madrid-42,TGIF,0.07403684406728794
1411,tgi-fridays-midlothian-2,TGIF,0.07402773886892045
2001,red-robin-gourmet-burgers-hendersonville,RRGB,0.07398606636625504
2114,red-robin-gourmet-burgers-murray,RRGB,0.07388964625013794
373,applebees-neighborhood-grill-and-bar-franklin-5,APPB,0.07373790519096068
864,chilis-shawnee-2,CHIL,0.07361819457763863
725,chilis-viera,CHIL,0.07357143828580448
1070,california-pizza-kitchen-perth,CPKI,0.07356341561128066
312,applebees-neighborhood-grill-and-bar-danville-7,APPB,0.0735197797755891
94,applebees-neighborhood-grill-and-bar-columbus-32,APPB,0.07346277064089746
1544,bjs-restaurant-and-brewhouse-charlottesville,BJRI,0.07343395967515354
298,applebees-neighborhood-grill-and-bar-ebensburg-2,APPB,0.07339208078821013
1561,bjs-restaurant-and-brewhouse-boardman,BJRI,0.07324911966573644
168,applebees-neighborhood-grill-and-bar-omaha-14,APPB,0.07321041908415327
1157,california-pizza-kitchen-walnut-creek-4,CPKI,0.07316890961314115
2138,red-robin-gourmet-burgers-garner,RRGB,0.07309800555429247
2269,red-robin-gourmet-burgers-richmond,RRGB,0.07293038181907019
1225,tgi-fridays-southbank,TGIF,0.07291921997282191
1737,the-cheesecake-factory-stamford-2,CAKE,0.07273968970674638
2253,red-robin-gourmet-burgers-independence,RRGB,0.07273911213844464
994,california-pizza-kitchen-cherry-hill-2,CPKI,0.07265022004273114
786,chilis-hendersonville,CHIL,0.07250369918234778
2072,red-robin-gourmet-burgers-bellmore-2,RRGB,0.07247978114056375
1162,tgi-fridays-joliet,TGIF,0.07218629000940213
915,chilis-cheyenne,CHIL,0.07204829925442258
776,chilis-too-spokane,CHIL,0.07180068832221054
1357,tgi-fridays-atlanta-7,TGIF,0.07179974574359338
2046,red-robin-gourmet-burgers-w-edmonton,RRGB,0.07173538542390001
561,chilis-peoria-6,CHIL,0.07147623150022586
989,california-pizza-kitchen-los-angeles-22,CPKI,0.07129588026779998
169,applebees-neighborhood-grill-and-bar-utica-5,APPB,0.07119644144030768
909,chilis-baytown-2,CHIL,0.07091049533081639
1281,tgi-fridays-onalaska,TGIF,0.07090597456968206
1369,tgi-fridays-niagara-falls,TGIF,0.07074064368332844
76,applebees-neighborhood-grill-and-bar-lexington-18,APPB,0.07062813996147976
2051,red-robin-gourmet-burgers-york,RRGB,0.07057768410169118
184,applebees-neighborhood-grill-and-bar-clearwater-8,APPB,0.07045051625425369
1034,california-pizza-kitchen-norcross,CPKI,0.07039271062760344
1692,bjs-restaurant-and-brewhouse-pittsburgh,BJRI,0.07031048765427761
217,applebees-neighborhood-grill-and-bar-warrensburg-3,APPB,0.07019201979541645
1463,tgi-fridays-port-charlotte,TGIF,0.07011494918439032
1308,tgi-fridays-cardiff,TGIF,0.07011150994515947
181,applebees-neighborhood-grill-and-bar-shelby-3,APPB,0.07007204979153092
2023,red-robin-gourmet-burgers-pittsburgh,RRGB,0.06990108018920127
377,applebees-neighborhood-grill-and-bar-radford-3,APPB,0.06986767976970587
2277,red-robin-gourmet-burgers-flint,RRGB,0.06984221638335997
91,applebees-neighborhood-grill-and-bar-chelsea-2,APPB,0.06956713251707525
1993,red-robin-gourmet-burgers-halfmoon,RRGB,0.06935606137131811
129,applebees-neighborhood-grill-and-bar-richmond-12,APPB,0.06925527163260803
637,chilis-frankfort,CHIL,0.06923348071445778
910,chilis-eagan,CHIL,0.06912690065367799
1917,red-robin-gourmet-burgers-lafayette,RRGB,0.06904019141602524
403,applebees-neighborhood-grill-and-bar-knoxville-10,APPB,0.06889727914261135
1629,bjs-restaurant-and-brewhouse-orlando-4,BJRI,0.06872791406719336
1462,tgi-fridays-richmond-5,TGIF,0.06865433808097743
490,applebees-neighborhood-grill-and-bar-mccomb-2,APPB,0.06859177924087834
717,chilis-grapevine-6,CHIL,0.06841467040974658
734,chilis-ennis,CHIL,0.06838243000833755
2249,red-robin-gourmet-burgers-woodburn,RRGB,0.0682822028040424
51,applebees-neighborhood-grill-and-bar-bountiful-2,APPB,0.06825819538269229
2274,red-robin-gourmet-burgers-rockford,RRGB,0.06824494890079347
1424,tgi-fridays-mobile,TGIF,0.0682324468626333
617,chilis-san-juan-4,CHIL,0.06821200180271292
1286,tgi-fridays-stow,TGIF,0.06807738535154984
1241,tgi-fridays-moline,TGIF,0.068020299705712
261,applebees-neighborhood-grill-and-bar-birmingham-6,APPB,0.06800458968364187
385,applebees-neighborhood-grill-and-bar-hammonton-3,APPB,0.06781528024926786
140,applebees-neighborhood-grill-and-bar-toccoa-3,APPB,0.0676485016361068
980,california-pizza-kitchen-kansas-city-2,CPKI,0.06764582599742053
446,applebees-neighborhood-grill-and-bar-bethlehem-7,APPB,0.06761608297041077
302,applebees-neighborhood-grill-and-bar-maumee-3,APPB,0.06754604219027838
2181,red-robin-gourmet-burgers-watertown-2,RRGB,0.06751704980888418
41,applebees-neighborhood-grill-and-bar-sedalia-3,APPB,0.06751556107707102
922,chilis-bedford,CHIL,0.06749418913403993
534,chilis-windsor,CHIL,0.06744175474214342
2228,red-robin-gourmet-burgers-wasilla,RRGB,0.06743073034804392
1520,bjs-restaurant-and-brewhouse-slidell,BJRI,0.06728382840508595
1265,tgi-fridays-macquarie-centre-macquarie-park,TGIF,0.06718871255685066
1501,tgi-fridays-bridgeport,TGIF,0.06718716801222024
1467,tgi-fridays-ontario-5,TGIF,0.0670656946941176
2250,red-robin-gourmet-burgers-brighton-3,RRGB,0.06697110655140737
579,chilis-riverdale-3,CHIL,0.06681192826708726
1453,tgi-fridays-murrells-inlet,TGIF,0.06663605926612148
1940,red-robin-gourmet-burgers-melbourne,RRGB,0.0666339308028373
518,chilis-flemington,CHIL,0.06657142752462364
1543,bjs-restaurant-and-brewhouse-mesquite,BJRI,0.06656530515649639
2145,red-robin-gourmet-burgers-danbury,RRGB,0.06651452705820793
556,chilis-louisville,CHIL,0.0665006080982814
1741,the-cheesecake-factory-san-diego-3,CAKE,0.06649177043940468
396,applebees-neighborhood-grill-and-bar-mustang-2,APPB,0.06638102116295164
1933,red-robin-gourmet-burgers-bonney-lake,RRGB,0.06636092564285867
499,chilis-tifton,CHIL,0.06633221169238512
1970,red-robin-gourmet-burgers-orlando-3,RRGB,0.06624650626116124
2092,red-robin-gourmet-burgers-davenport-2,RRGB,0.06609510050443279
2107,red-robin-gourmet-burgers-norridge,RRGB,0.06609037694114028
1449,tgi-fridays-wien-2,TGIF,0.06602597151016332
290,applebees-neighborhood-grill-and-bar-palmhurst,APPB,0.06601288705485586
1180,tgi-fridays-greenfield,TGIF,0.06593025547777065
1354,tgi-fridays-tyler,TGIF,0.06565421423240292
833,chilis-too-louisville,CHIL,0.06562713348523874
680,chilis-singapore,CHIL,0.06548551230787625
2217,red-robin-gourmet-burgers-wilbraham,RRGB,0.06541211155775928
965,california-pizza-kitchen-baton-rouge,CPKI,0.06539798545962883
1049,california-pizza-kitchen-mashantucket,CPKI,0.0653845611161109
1190,tgi-fridays-mishawaka,TGIF,0.0653410981868956
1373,tgi-fridays-uk-newcastle-upon-tyne,TGIF,0.0652900786307351
344,applebees-neighborhood-grill-and-bar-papillion-4,APPB,0.06516162661702973
2017,red-robin-gourmet-burgers-slidell,RRGB,0.06515086245834545
1274,tgi-fridays-copley,TGIF,0.0650961389389465
138,applebees-neighborhood-grill-and-bar-laramie-3,APPB,0.06497500805100176
1014,california-pizza-kitchen-broomfield,CPKI,0.0649265847903504
1954,red-robin-gourmet-burgers-davenport,RRGB,0.06489754045680662
1315,tgi-fridays-pottstown-2,TGIF,0.06487660973844678
320,applebees-neighborhood-grill-and-bar-superior-3,APPB,0.06484320470393012
1430,tgi-fridays-merrillville,TGIF,0.0647728025759926
1245,tgi-fridays-swords,TGIF,0.06473531397134957
582,chilis-asheville,CHIL,0.06471421511618758
1218,tgi-fridays-edinburgh,TGIF,0.06462977567582762
2005,red-robin-gourmet-burgers-grand-junction,RRGB,0.06457431767482746
104,applebees-neighborhood-grill-and-bar-pella-2,APPB,0.06439692391136065
608,chilis-woodstock,CHIL,0.0643605620525397
1142,california-pizza-kitchen-littleton-3,CPKI,0.06422942318876768
1968,red-robin-gourmet-burgers-dayton,RRGB,0.06411119101940577
999,california-pizza-kitchen-lynnfield,CPKI,0.06409499632417981
675,chilis-scottsbluff,CHIL,0.06397225383236904
2212,red-robin-gourmet-burgers-california,RRGB,0.06395220805829949
1246,tgi-fridays-eatontown,TGIF,0.06394844519382936
521,chilis-wichita-falls,CHIL,0.06393759079968508
2150,red-robin-gourmet-burgers-hagerstown,RRGB,0.06390524920230833
2170,red-robin-gourmet-burgers-deptford,RRGB,0.06389962236401203
902,chilis-cleburne,CHIL,0.06388992205261657
1461,tgi-fridays-praha-2,TGIF,0.06381653686068367
2268,red-robin-gourmet-burgers-trevose,RRGB,0.06370977156605762
849,chilis-portland-2,CHIL,0.0635677611036235
1601,bjs-restaurant-and-brewhouse-fort-worth-3,BJRI,0.06347020519041124
665,chilis-palestine,CHIL,0.06346933257039566
1937,red-robin-gourmet-burgers-albuquerque-4,RRGB,0.06346689479659884
1232,tgi-fridays-london-10,TGIF,0.06344774197403469
257,applebees-neighborhood-grill-and-bar-layton-2,APPB,0.06343235325275509
894,chilis-yukon,CHIL,0.06341523293619722
519,chilis-bloomingdale,CHIL,0.063394609715556
1426,tgi-fridays-canton-3,TGIF,0.06305075281436467
286,applebees-neighborhood-grill-and-bar-altoona-4,APPB,0.06298065022426169
1958,red-robin-gourmet-burgers-staten-island,RRGB,0.06295679087545514
1758,the-cheesecake-factory-philadelphia,CAKE,0.06293615796923135
62,applebees-neighborhood-grill-and-bar-montgomery-12,APPB,0.06289759292619057
1418,tgi-fridays-fairview-hts,TGIF,0.06289358816469637
1348,tgi-fridays-mansfield,TGIF,0.0628495117099922
1505,tgi-fridays-sevierville,TGIF,0.06279720807203504
2004,red-robin-gourmet-burgers-greensboro,RRGB,0.06279368009309616
2033,red-robin-gourmet-burgers-indianapolis,RRGB,0.062702137106878
1302,tgi-fridays-rochester-5,TGIF,0.06268619279641885
1656,bjs-restaurant-and-brewhouse-fort-worth,BJRI,0.06253358561024536
1235,tgi-fridays-praha,TGIF,0.06241626143429779
1010,california-pizza-kitchen-plymouth-meeting,CPKI,0.06239606498866623
1017,california-pizza-kitchen-novi,CPKI,0.06237668360871251
1155,california-pizza-kitchen-sarasota-2,CPKI,0.062361326080649926
1008,california-pizza-kitchen-pittsburgh-2,CPKI,0.062239549464299326
2270,red-robin-gourmet-burgers-homestead,RRGB,0.062234409851729455
98,applebees-neighborhood-grill-and-bar-charleston-10,APPB,0.06213008694265498
1131,california-pizza-kitchen-denver-6,CPKI,0.06200873692314479
1294,tgi-fridays-minneapolis-5,TGIF,0.061976089897142095
357,applebees-neighborhood-grill-and-bar-littleton-2,APPB,0.061965537862006204
1371,tgi-fridays-uk-bristol-2,TGIF,0.0619425490371297
2236,red-robin-gourmet-burgers-edmonton-5,RRGB,0.0619338170976228
1645,bjs-restaurant-and-brewhouse-city-of-industry,BJRI,0.06186910683651059
768,chilis-livonia,CHIL,0.061858503398960374
1478,tgi-fridays-narre-warren,TGIF,0.06183601292165619
1438,tgi-fridays-melbourne-5,TGIF,0.06183335279538049
464,applebees-neighborhood-grill-and-bar-macon-10,APPB,0.0617675922851717
733,chilis-angleton,CHIL,0.06170145029264584
1915,red-robin-gourmet-burgers-bartonsville,RRGB,0.06168083332507568
1464,tgi-fridays-louisville,TGIF,0.06164749682754744
1009,california-pizza-kitchen-irvine-5,CPKI,0.06162672660325619
959,california-pizza-kitchen-raleigh-2,CPKI,0.06159118658814755
1990,red-robin-gourmet-burgers-plantation,RRGB,0.061543302279281065
400,applebees-neighborhood-grill-and-bar-easton-4,APPB,0.06151111670170972
1704,the-cheesecake-factory-jersey-city,CAKE,0.06148602592190544
1431,tgi-fridays-milton-keynes,TGIF,0.061439184910355826
349,applebees-neighborhood-grill-and-bar-indianapolis-15,APPB,0.06141089339248795
189,applebees-neighborhood-grill-and-bar-gibsonia-3,APPB,0.061319329104352005
321,applebees-neighborhood-grill-and-bar-camden-3,APPB,0.061110516085623234
1504,tgi-fridays-virginia-beach,TGIF,0.06108849109305248
57,applebees-neighborhood-grill-and-bar-bloomington-12,APPB,0.061087041620975335
1189,tgi-fridays-westlake,TGIF,0.06106617181791574
493,applebees-neighborhood-grill-and-bar-starkville-4,APPB,0.06106345522255241
1277,tgi-fridays-morganville,TGIF,0.06102868103869208
393,applebees-neighborhood-grill-and-bar-topeka-3,APPB,0.06088611181571846
1488,tgi-fridays-langhorne,TGIF,0.060881521816992024
1207,tgi-fridays-parsippany-2,TGIF,0.06087184351130226
430,applebees-neighborhood-grill-and-bar-scottsbluff,APPB,0.060703614286680696
2068,red-robin-gourmet-burgers-troy,RRGB,0.060540435576764584
1514,tgi-fridays-allentown-2,TGIF,0.060472281123820526
634,chilis-grill-and-bar-banff,CHIL,0.06043492371839332
55,applebees-neighborhood-grill-and-bar-gainesville-12,APPB,0.060361078311523375
557,chilis-carbondale-2,CHIL,0.06027561593765152
77,applebees-neighborhood-grill-and-bar-clarksville-9,APPB,0.060184675783777175
1552,bjs-restaurant-and-brewhouse-gainesville-4,BJRI,0.06009488798530793
620,chilis-bardstown-4,CHIL,0.06009137238565587
64,applebees-neighborhood-grill-and-bar-richmond-14,APPB,0.05994161914407081
1962,red-robin-gourmet-burgers-queen-creek,RRGB,0.05991709209685425
356,applebees-neighborhood-grill-and-bar-merrillville-3,APPB,0.05990852005308134
688,chilis-winchester,CHIL,0.05988492265267209
536,chilis-brownsville-3,CHIL,0.05985603840758735
751,chilis-novi,CHIL,0.05984959256132416
1003,california-pizza-kitchen-kahului,CPKI,0.05981661658026538
2193,red-robin-gourmet-burgers-nicholasville,RRGB,0.059772384015821856
667,chilis-decatur-5,CHIL,0.059735505193707295
1945,red-robin-gourmet-burgers-hamilton,RRGB,0.05969251628349026
969,california-pizza-kitchen-murray-2,CPKI,0.05967069723322205
329,applebees-neighborhood-grill-and-bar-davenport-6,APPB,0.059631657988588715
2208,red-robin-gourmet-burgers-millbury,RRGB,0.05961865360927854
2252,red-robin-gourmet-burgers-gainesville,RRGB,0.05952678761040198
1549,bjs-restaurant-and-brewhouse-puyallup,BJRI,0.059508437658284064
1457,tgi-fridays-poughkeepsie,TGIF,0.05950304752639457
777,chilis-victoria,CHIL,0.059460582756698965
198,applebees-neighborhood-grill-and-bar-lakeville-3,APPB,0.05943806586579037
1595,bjs-restaurant-and-brewhouse-fairlawn-2,BJRI,0.059417198412906824
112,applebees-neighborhood-grill-and-bar-high-point-4,APPB,0.05938507509166069
2213,red-robin-gourmet-burgers-sherwood,RRGB,0.05931488822386288
528,chilis-frederick,CHIL,0.05927576521698186
429,applebees-neighborhood-grill-and-bar-fridley,APPB,0.0592705571868809
812,chilis-beckley,CHIL,0.059265663535224666
428,applebees-neighborhood-grill-and-bar-flushing-2,APPB,0.059098938660790745
2058,red-robin-gourmet-burgers-ocala-2,RRGB,0.05906862181397676
1613,bjs-restaurant-and-brewhouse-columbia-2,BJRI,0.059057691257763056
511,chilis-chesapeake,CHIL,0.05895962727519832
641,chilis-pittsburgh,CHIL,0.05877427701839777
60,applebees-neighborhood-grill-and-bar-corsicana,APPB,0.05873394956429856
2266,red-robin-gourmet-burgers-rockaway,RRGB,0.058693851270887665
1591,bjs-restaurant-and-brewhouse-pasadena,BJRI,0.05861930863359821
293,applebees-neighborhood-grill-and-bar-lincoln-11,APPB,0.05857425388411375
2042,red-robin-gourmet-burgers-lubbock,RRGB,0.05855249669506235
2171,red-robin-gourmet-burgers-gurnee,RRGB,0.05848646503319732
2141,red-robin-gourmet-burgers-paramus,RRGB,0.05847601727876661
940,chilis-payson-2,CHIL,0.05841881945460836
1767,the-cheesecake-factory-lexington-2,CAKE,0.05839926969695319
2194,red-robin-gourmet-burgers-bronx,RRGB,0.058396292999581934
875,chilis-rome,CHIL,0.05838104291535573
1908,red-robin-gourmet-burgers-maumee,RRGB,0.0583582400742263
324,applebees-neighborhood-grill-and-bar-dundee-2,APPB,0.05835462606222841
1986,red-robin-gourmet-burgers-merrillville,RRGB,0.05834186426500987
75,applebees-neighborhood-grill-and-bar-san-jose-10,APPB,0.05833707996352322
1973,red-robin-gourmet-burgers-mooresville,RRGB,0.05833404599507774
635,chilis-marshall,CHIL,0.05832603570662276
550,chilis-goodyear,CHIL,0.05827527140151012
281,applebees-neighborhood-grill-and-bar-yuma-8,APPB,0.058272061459983315
597,chilis-orlando-8,CHIL,0.05819704367342671
1918,red-robin-gourmet-burgers-chubbuck,RRGB,0.058115968343182
1539,bjs-restaurant-and-brewhouse-lubbock,BJRI,0.05803431881416998
74,applebees-neighborhood-grill-and-bar-coventry-2,APPB,0.05796274476423957
1212,tgi-fridays-dublin-5,TGIF,0.05791208580595142
2061,red-robin-gourmet-burgers-east-peoria,RRGB,0.05786549559345955
507,chilis-coralville,CHIL,0.05772911095822841
855,chilis-louisville-16,CHIL,0.057709378626123686
127,applebees-neighborhood-grill-and-bar-brewster-4,APPB,0.05770552190072631
2238,red-robin-gourmet-burgers-christiansburg,RRGB,0.05768484074721747
1957,red-robin-gourmet-burgers-brandon,RRGB,0.057666810442611016
1482,tgi-fridays-clifton-park,TGIF,0.05765539325652702
1279,tgi-fridays-westbury,TGIF,0.057607561182858924
935,chilis-cincinnati-4,CHIL,0.05749302629711672
1280,tgi-fridays-quakertown-2,TGIF,0.05744370723114944
225,applebees-neighborhood-grill-and-bar-stockbridge-3,APPB,0.0573832604054616
1459,tgi-fridays-hazlet-4,TGIF,0.0573576442592445
2003,red-robin-gourmet-burgers-langley,RRGB,0.05733754362507271
651,chilis-pooler,CHIL,0.05730284220768844
2237,red-robin-gourmet-burgers-frederick,RRGB,0.05724745127442066
