,date,adj_close,adj_factor,adj_high,adj_low,adj_open,volume,close,ex_dividend,high,low,open,split_ratio,volume
23,2018-03-19,65.68,1.0,65.9,64.7,65.52,427008.0,65.68,0.0,65.9,64.7,65.52,1.0,427008.0
24,2018-03-16,65.8,1.0,67.3,65.35,67.3,672990.0,65.8,0.0,67.3,65.35,67.3,1.0,672990.0
25,2018-03-15,67.94,1.0,70.18,67.52,69.81,516639.0,67.94,0.0,70.18,67.52,69.81,1.0,516639.0
26,2018-03-14,69.82,1.0,70.85,68.26,70.85,559858.0,69.82,0.0,70.85,68.26,70.85,1.0,559858.0
27,2018-03-13,70.64,1.0,75.77,70.55,74.73,888220.0,70.64,0.0,75.77,70.55,74.73,1.0,888220.0
28,2018-03-12,74.53,1.0,77.12,72.99,75.76,585060.0,74.53,0.0,77.12,72.99,75.76,1.0,585060.0
29,2018-03-09,75.72,1.0,76.715,74.92,75.49,389656.0,75.72,0.0,76.715,74.92,75.49,1.0,389656.0
30,2018-03-08,74.97,1.0,77.71,74.79,77.46,425682.0,74.97,0.0,77.71,74.79,77.46,1.0,425682.0
31,2018-03-07,77.23,1.0,77.83,74.44,75.1,448928.0,77.23,0.0,77.83,74.44,75.1,1.0,448928.0
32,2018-03-06,75.43,1.0,77.99,74.72,77.5,694076.0,75.43,0.0,77.99,74.72,77.5,1.0,694076.0
33,2018-03-05,77.44,1.0,79.66,77.41,78.26,556176.0,77.44,0.0,79.66,77.41,78.26,1.0,556176.0
34,2018-03-02,78.69,1.0,79.0,76.01,76.52,674065.0,78.69,0.0,79.0,76.01,76.52,1.0,674065.0
35,2018-03-01,76.84,1.0,77.92,75.33,75.87,634518.0,76.84,0.0,77.92,75.33,75.87,1.0,634518.0
36,2018-02-28,75.98,1.0,76.68,73.65,75.74,687754.0,75.98,0.0,76.68,73.65,75.74,1.0,687754.0
37,2018-02-27,75.79,1.0,76.24,73.78,74.05,751971.0,75.79,0.0,76.24,73.78,74.05,1.0,751971.0
38,2018-02-26,74.05,1.0,74.95,69.77,70.42,1015049.0,74.05,0.0,74.95,69.77,70.42,1.0,1015049.0
39,2018-02-23,68.99,1.0,69.835,68.32,69.45,476724.0,68.99,0.0,69.835,68.32,69.45,1.0,476724.0
40,2018-02-22,68.8,1.0,69.39,67.47,67.8,549709.0,68.8,0.0,69.39,67.47,67.8,1.0,549709.0
41,2018-02-21,67.03,1.0,67.96,62.61,63.75,1394612.0,67.03,0.0,67.96,62.61,63.75,1.0,1394612.0
42,2018-02-20,63.44,1.0,67.7499,53.475,54.42,2863769.0,63.44,0.0,67.7499,53.475,54.42,1.0,2863769.0
43,2018-02-16,54.67,1.0,55.58,54.05,54.69,395478.0,54.67,0.0,55.58,54.05,54.69,1.0,395478.0
44,2018-02-15,54.96,1.0,55.07,53.72,54.13,405875.0,54.96,0.0,55.07,53.72,54.13,1.0,405875.0
45,2018-02-14,53.98,1.0,54.205,52.73,53.29,281697.0,53.98,0.0,54.205,52.73,53.29,1.0,281697.0
46,2018-02-13,53.54,1.0,53.94,52.67,53.47,240726.0,53.54,0.0,53.94,52.67,53.47,1.0,240726.0
47,2018-02-12,53.74,1.0,54.99,52.78,54.13,381131.0,53.74,0.0,54.99,52.78,54.13,1.0,381131.0
48,2018-02-09,53.91,1.0,54.53,52.395,54.16,407074.0,53.91,0.0,54.53,52.395,54.16,1.0,407074.0
49,2018-02-08,53.65,1.0,55.38,53.64,55.33,298234.0,53.65,0.0,55.38,53.64,55.33,1.0,298234.0
50,2018-02-07,55.18,1.0,56.06,53.62,54.38,251844.0,55.18,0.0,56.06,53.62,54.38,1.0,251844.0
51,2018-02-06,54.43,1.0,55.39,51.6149,51.99,345752.0,54.43,0.0,55.39,51.6149,51.99,1.0,345752.0
52,2018-02-05,53.22,1.0,54.89,53.02,53.42,344134.0,53.22,0.0,54.89,53.02,53.42,1.0,344134.0
53,2018-02-02,53.96,1.0,54.985,53.86,54.96,211615.0,53.96,0.0,54.985,53.86,54.96,1.0,211615.0
54,2018-02-01,55.18,1.0,55.79,54.81,55.05,151711.0,55.18,0.0,55.79,54.81,55.05,1.0,151711.0
55,2018-01-31,55.38,1.0,55.99,54.9,55.49,200693.0,55.38,0.0,55.99,54.9,55.49,1.0,200693.0
56,2018-01-30,55.44,1.0,55.9,54.65,54.79,266559.0,55.44,0.0,55.9,54.65,54.79,1.0,266559.0
57,2018-01-29,55.16,1.0,55.3,54.1,54.9,214375.0,55.16,0.0,55.3,54.1,54.9,1.0,214375.0
58,2018-01-26,54.82,1.0,54.84,53.8,54.4,159470.0,54.82,0.0,54.84,53.8,54.4,1.0,159470.0
59,2018-01-25,54.38,1.0,54.42,53.501,54.2,135578.0,54.38,0.0,54.42,53.501,54.2,1.0,135578.0
60,2018-01-24,54.02,1.0,54.82,53.5815,54.65,387637.0,54.02,0.0,54.82,53.5815,54.65,1.0,387637.0
61,2018-01-23,54.57,1.0,54.99,53.26,53.72,235253.0,54.57,0.0,54.99,53.26,53.72,1.0,235253.0
62,2018-01-22,53.72,1.0,53.78,52.11,52.83,206720.0,53.72,0.0,53.78,52.11,52.83,1.0,206720.0
63,2018-01-19,53.05,1.0,53.36,51.5,51.56,196963.0,53.05,0.0,53.36,51.5,51.56,1.0,196963.0
64,2018-01-18,51.42,1.0,52.34,51.34,51.6,166241.0,51.42,0.0,52.34,51.34,51.6,1.0,166241.0
65,2018-01-17,51.62,1.0,51.85,50.875,51.34,184400.0,51.62,0.0,51.85,50.875,51.34,1.0,184400.0
66,2018-01-16,51.29,1.0,53.83,51.001,53.77,254741.0,51.29,0.0,53.83,51.001,53.77,1.0,254741.0
67,2018-01-12,53.42,1.0,54.06,52.63,52.89,275638.0,53.42,0.0,54.06,52.63,52.89,1.0,275638.0
68,2018-01-11,52.6,1.0,52.85,50.4451,50.54,283014.0,52.6,0.0,52.85,50.4451,50.54,1.0,283014.0
69,2018-01-10,50.19,1.0,50.45,48.74,48.74,173035.0,50.19,0.0,50.45,48.74,48.74,1.0,173035.0
70,2018-01-09,49.04,1.0,50.61,48.75,50.61,384682.0,49.04,0.0,50.61,48.75,50.61,1.0,384682.0
71,2018-01-08,50.59,1.0,51.5192,49.91,51.38,255700.0,50.59,0.0,51.5192,49.91,51.38,1.0,255700.0
72,2018-01-05,51.46,1.0,52.09,50.97,51.91,215644.0,51.46,0.0,52.09,50.97,51.91,1.0,215644.0
73,2018-01-04,51.71,1.0,52.94,51.12,52.05,214426.0,51.71,0.0,52.94,51.12,52.05,1.0,214426.0
74,2018-01-03,51.95,1.0,51.98,51.33,51.91,203294.0,51.95,0.0,51.98,51.33,51.91,1.0,203294.0
75,2018-01-02,51.94,1.0,52.06,50.82,51.0,202422.0,51.94,0.0,52.06,50.82,51.0,1.0,202422.0
76,2017-12-29,50.73,1.0,51.25,50.54,51.03,164145.0,50.73,0.0,51.25,50.54,51.03,1.0,164145.0
77,2017-12-28,50.98,1.0,51.6,50.05,50.63,165877.0,50.98,0.0,51.6,50.05,50.63,1.0,165877.0
78,2017-12-27,50.6,1.0,51.55,50.44,50.97,93391.0,50.6,0.0,51.55,50.44,50.97,1.0,93391.0
79,2017-12-26,50.83,1.0,51.2,50.0601,50.13,121167.0,50.83,0.0,51.2,50.0601,50.13,1.0,121167.0
80,2017-12-22,49.95,1.0,50.5025,49.23,49.98,123378.0,49.95,0.0,50.5025,49.23,49.98,1.0,123378.0
81,2017-12-21,49.7,1.0,50.75,49.1575,49.66,215140.0,49.7,0.0,50.75,49.1575,49.66,1.0,215140.0
82,2017-12-20,49.58,1.0,50.3,49.47,49.875,147954.0,49.58,0.0,50.3,49.47,49.875,1.0,147954.0
83,2017-12-19,49.67,1.0,50.08,49.17,49.72,224765.0,49.67,0.0,50.08,49.17,49.72,1.0,224765.0
84,2017-12-18,48.77,1.0,49.975,48.65,49.72,250845.0,48.77,0.0,49.975,48.65,49.72,1.0,250845.0
85,2017-12-15,49.13,0.98063872255489,49.7,48.0,48.865,581501.0,49.13,0.97,49.7,48.0,48.865,1.0,581501.0
86,2017-12-14,49.7968343313373,1.0,51.1285417165669,49.2770958083832,50.1694770459082,273783.0,50.78,0.0,52.138,50.25,51.16,1.0,273783.0
87,2017-12-13,50.7970858283433,1.0,51.0226327345309,49.2770958083832,49.737996007984,201713.0,51.8,0.0,52.03,50.25,50.72,1.0,201713.0
88,2017-12-12,49.737996007984,1.0,51.0030199600798,49.7183832335329,50.630377245509,207129.0,50.72,0.0,52.01,50.7,51.63,1.0,207129.0
89,2017-12-11,50.3950239520958,1.0,50.6009580838323,49.2427734530938,49.5909001996008,268268.0,51.39,0.0,51.6,50.215,50.57,1.0,268268.0
90,2017-12-08,49.5124491017964,1.0,50.2136057884232,48.4925848303393,48.8750339321357,233261.0,50.49,0.0,51.205,49.45,49.84,1.0,233261.0
91,2017-12-07,48.7573572854291,1.0,49.8556726546906,48.5612295409182,48.5808423153693,179777.0,49.72,0.0,50.84,49.52,49.54,1.0,179777.0
92,2017-12-06,48.5416167664671,1.0,49.9439301397206,48.3749081836327,49.7183832335329,212488.0,49.5,0.0,50.93,49.33,50.7,1.0,212488.0
93,2017-12-05,49.7478023952096,1.0,49.8605758483034,48.3945209580838,49.630125748503,408870.0,50.73,0.0,50.845,49.35,50.61,1.0,408870.0
94,2017-12-04,49.6889640718563,1.0,49.9635429141717,45.3545409181637,45.4624111776447,755608.0,50.67,0.0,50.95,46.25,46.36,1.0,755608.0
95,2017-12-01,45.0505429141717,1.0,45.3741536926148,44.2464191616766,45.0407365269461,251353.0,45.94,0.0,46.27,45.12,45.93,1.0,251353.0
96,2017-11-30,44.9818982035928,1.0,45.6683453093812,43.8345508982036,45.1093812375249,237691.0,45.87,0.0,46.57,44.7,46.0,1.0,237691.0
97,2017-11-29,45.2074451097804,1.0,45.2564770459082,43.2951996007984,43.2951996007984,392784.0,46.1,0.0,46.15,44.15,44.15,1.0,392784.0
98,2017-11-28,43.1873293413174,1.0,43.3736506986028,41.2358582834331,41.500630738523,282753.0,44.04,0.0,44.23,42.05,42.32,1.0,282753.0
99,2017-11-27,41.3829540918164,1.0,42.7656546906188,41.3143093812375,42.304754491018,291711.0,42.2,0.0,43.61,42.13,43.14,1.0,291711.0
100,2017-11-24,42.1576586826347,1.0,42.7950738522954,42.1184331337325,42.6872035928144,97379.0,42.99,0.0,43.64,42.95,43.53,1.0,97379.0
101,2017-11-22,42.5989461077844,1.0,42.6970099800399,41.7261776447106,42.0694011976048,335421.0,43.44,0.0,43.54,42.55,42.9,1.0,335421.0
102,2017-11-21,42.0007564870259,1.0,43.0402335329341,41.3829540918164,42.8833313373253,333055.0,42.83,0.0,43.89,42.2,43.73,1.0,333055.0
103,2017-11-20,42.804880239521,1.0,44.5504171656687,42.0399820359281,44.5504171656687,654044.0,43.65,0.0,45.43,42.87,45.43,1.0,654044.0
104,2017-11-17,44.324870259481,1.0,45.1780259481038,44.0502914171657,44.2366127744511,502795.0,45.2,0.0,46.07,44.92,45.11,1.0,502795.0
105,2017-11-16,44.3052574850299,1.0,44.9230598802395,43.9816467065868,44.3640958083832,283411.0,45.18,0.0,45.81,44.85,45.24,1.0,283411.0
106,2017-11-15,44.1875808383234,1.0,44.3935149700599,43.2755868263473,44.0797105788423,204360.0,45.06,0.0,45.27,44.13,44.95,1.0,204360.0
107,2017-11-14,44.2366127744511,1.0,44.8642215568862,43.6482295409182,44.2268063872256,280546.0,45.11,0.0,45.75,44.51,45.1,1.0,280546.0
108,2017-11-13,43.520746506986,1.0,45.2957025948104,43.4717145708583,45.2368642714571,336648.0,44.38,0.0,46.19,44.33,46.13,1.0,336648.0
109,2017-11-10,45.7271836327345,1.0,46.1782774451098,44.6239650698603,44.9720918163673,430440.0,46.63,0.0,47.09,45.505,45.86,1.0,430440.0
110,2017-11-09,44.2660319361277,1.0,47.4531077844311,41.7654031936128,41.9713373253493,802642.0,45.14,0.0,48.39,42.59,42.8,1.0,802642.0
111,2017-11-08,42.1282395209581,1.0,42.1576586826347,41.3711864271457,41.8928862275449,532570.0,42.96,0.0,42.99,42.188,42.72,1.0,532570.0
112,2017-11-07,42.1282395209581,1.0,44.9426726546906,41.7850159680639,44.9426726546906,617035.0,42.96,0.0,45.83,42.61,45.83,1.0,617035.0
113,2017-11-06,45.0505429141717,1.0,46.3057604790419,44.8446087824351,46.3057604790419,345806.0,45.94,0.0,47.22,45.73,47.22,1.0,345806.0
114,2017-11-03,46.4430499001996,1.0,47.4531077844311,46.2273093812375,46.4038243512974,246811.0,47.36,0.0,48.39,47.14,47.32,1.0,246811.0
115,2017-11-02,46.4724690618762,1.0,46.7470479041916,45.6487325349301,46.3940179640719,216526.0,47.39,0.0,47.67,46.55,47.31,1.0,216526.0
116,2017-11-01,46.5901457085828,1.0,46.9802437924152,46.0900199600798,46.7470479041916,273876.0,47.51,0.0,47.9078,47.0,47.67,1.0,273876.0
117,2017-10-31,46.6882095808383,1.0,47.1196906187625,46.021375249501,46.7568542914172,278745.0,47.61,0.0,48.05,46.93,47.68,1.0,278745.0
118,2017-10-30,46.5411137724551,1.0,47.129497005988,46.0900199600798,47.0706586826347,234891.0,47.46,0.0,48.06,47.0,48.0,1.0,234891.0
119,2017-10-27,47.4531077844311,1.0,47.5315588822355,46.2763413173653,47.0706586826347,297365.0,48.39,0.0,48.47,47.19,48.0,1.0,297365.0
120,2017-10-26,47.0902714570858,1.0,47.1393033932136,45.6585389221557,45.7566027944112,381039.0,48.02,0.0,48.07,46.56,46.66,1.0,381039.0
121,2017-10-25,45.4182824351297,1.0,45.7762155688623,44.8740279441118,45.5997005988024,324016.0,46.315,0.0,46.68,45.76,46.5,1.0,324016.0
122,2017-10-24,45.717377245509,1.0,45.7566027944112,44.6190618762475,44.8151896207585,312816.0,46.62,0.0,46.66,45.5,45.7,1.0,312816.0
123,2017-10-23,44.8642215568862,1.0,45.5506686626747,44.6190618762475,45.0015109780439,274127.0,45.75,0.0,46.45,45.5,45.89,1.0,274127.0
124,2017-10-20,44.9426726546906,1.0,45.7958283433134,44.4033213572854,44.4229341317365,408717.0,45.83,0.0,46.7,45.28,45.3,1.0,408717.0
125,2017-10-19,44.2071936127745,1.0,44.3052574850299,43.6972614770459,43.8541636726547,126766.0,45.08,0.0,45.18,44.56,44.72,1.0,126766.0
126,2017-10-18,44.020872255489,1.0,44.1581616766467,43.216748502994,44.109129740519,157114.0,44.89,0.0,45.03,44.07,44.98,1.0,157114.0
127,2017-10-17,43.9718403193613,1.0,44.2071936127745,42.4322375249501,42.7950738522954,267655.0,44.84,0.0,45.08,43.27,43.64,1.0,267655.0
128,2017-10-16,42.7950738522954,1.0,43.108878243513,42.4420439121756,42.6872035928144,173568.0,43.64,0.0,43.96,43.28,43.53,1.0,173568.0
129,2017-10-13,42.5597205588822,1.0,43.0304271457086,42.3930119760479,43.0304271457086,215505.0,43.4,0.0,43.88,43.23,43.88,1.0,215505.0
130,2017-10-12,42.9323632734531,1.0,43.4324890219561,42.5205930738523,43.2559740518962,237219.0,43.78,0.0,44.29,43.3601,44.11,1.0,237219.0
131,2017-10-11,43.4815209580838,1.0,44.3632132335329,43.2755868263473,44.1581616766467,263364.0,44.34,0.0,45.2391,44.13,45.03,1.0,263364.0
132,2017-10-10,44.1973872255489,1.0,44.4523532934132,43.609003992016,43.6874550898204,319031.0,45.07,0.0,45.33,44.47,44.55,1.0,319031.0
133,2017-10-09,43.6482295409182,1.0,44.3542894211577,42.8931377245509,44.1679680638723,571963.0,44.51,0.0,45.23,43.74,45.04,1.0,571963.0
134,2017-10-06,44.1679680638723,1.0,44.1679680638723,42.4224311377246,42.4224311377246,589255.0,45.04,0.0,45.04,43.26,43.26,1.0,589255.0
135,2017-10-05,42.4616566866267,1.0,42.7558483033932,41.6281137724551,41.8340479041916,176146.0,43.3,0.0,43.6,42.45,42.66,1.0,176146.0
136,2017-10-04,41.7261776447106,1.0,42.7945835329341,41.6771457085828,42.5106886227545,224798.0,42.55,0.0,43.6395,42.5,43.35,1.0,224798.0
137,2017-10-03,42.5793333333333,1.0,43.0402335329341,41.9909500998004,43.0402335329341,351686.0,43.42,0.0,43.89,42.82,43.89,1.0,351686.0
138,2017-10-02,43.020620758483,1.0,43.0402335329341,41.6820489021956,42.1576586826347,266899.0,43.87,0.0,43.89,42.505,42.99,1.0,266899.0
139,2017-09-29,42.1478522954092,1.0,42.5891397205589,41.6771457085828,41.8928862275449,203325.0,42.98,0.0,43.43,42.5,42.72,1.0,203325.0
140,2017-09-28,41.8830798403194,1.0,42.108626746507,41.2114403792415,41.7752095808383,173827.0,42.71,0.0,42.94,42.0251,42.6,1.0,173827.0
141,2017-09-27,41.7359840319361,1.0,42.6970099800399,40.9416666666667,41.8732734530938,372020.0,42.56,0.0,43.54,41.75,42.7,1.0,372020.0
142,2017-09-26,41.5496626746507,1.0,41.6477265469062,40.2650259481038,40.3728962075848,395692.0,42.37,0.0,42.47,41.06,41.17,1.0,395692.0
143,2017-09-25,40.5494111776447,1.0,40.8337964071856,40.2062856886228,40.2454131736527,268943.0,41.35,0.0,41.64,41.0001,41.04,1.0,268943.0
144,2017-09-22,40.2454131736527,1.0,40.3925089820359,39.0588403193613,39.0588403193613,299119.0,41.04,0.0,41.19,39.83,39.83,1.0,299119.0
145,2017-09-21,38.9509700598802,1.0,39.2432003992016,38.5587145708583,39.0490339321357,126315.0,39.72,0.0,40.018,39.32,39.82,1.0,126315.0
146,2017-09-20,39.0490339321357,1.0,39.3628383233533,38.5587145708583,38.5587145708583,230480.0,39.82,0.0,40.14,39.32,39.32,1.0,230480.0
147,2017-09-19,38.5881337325349,1.0,39.1667105788423,38.1272335329341,39.000001996008,254978.0,39.35,0.0,39.94,38.88,39.77,1.0,254978.0
148,2017-09-18,38.8234870259481,1.0,40.304251497006,38.499876247505,40.0394790419162,281159.0,39.59,0.0,41.1,39.26,40.83,1.0,281159.0
149,2017-09-15,40.0492854291417,0.976799808658216,40.1865748502994,38.911744510978,39.4020638722555,610958.0,40.84,0.97,40.98,39.68,40.18,1.0,610958.0
150,2017-09-14,39.4937105535401,1.0,40.2312840952871,38.9956089409318,40.0492854291417,477227.0,41.23,0.0,42.0,40.71,41.81,1.0,477227.0
151,2017-09-13,40.0301276748106,1.0,40.3653883756047,38.9093990464419,38.9093990464419,432704.0,41.79,0.0,42.14,40.62,40.62,1.0,432704.0
152,2017-09-12,38.8710835377797,1.0,39.0818188354217,36.8786770873465,36.9265714731742,349836.0,40.58,0.0,40.8,38.5,38.55,1.0,349836.0
153,2017-09-11,37.0127813676641,1.0,37.4821463487758,36.5817318952146,36.7158361755322,185315.0,38.64,0.0,39.13,38.19,38.33,1.0,185315.0
154,2017-09-08,36.4763642463936,1.0,36.7541516841944,35.5472131613358,36.447627614897,292911.0,38.08,0.0,38.37,37.11,38.05,1.0,292911.0
155,2017-09-07,36.5817318952146,1.0,38.0377212243774,36.1889979314273,37.7407760322455,336329.0,38.19,0.0,39.71,37.78,39.4,1.0,336329.0
156,2017-09-06,37.6928816464178,1.0,38.4400340653302,37.5013041031069,38.1335099960328,229184.0,39.35,0.0,40.13,39.15,39.81,1.0,229184.0
157,2017-09-05,38.1335099960328,1.0,38.8902412921108,37.9227746983908,38.6316116086411,240279.0,39.81,0.0,40.6,39.59,40.33,1.0,240279.0
158,2017-09-01,38.6507693629722,1.0,38.8988622815598,37.8461436810665,38.171825504695,235817.0,40.35,0.0,40.609,39.51,39.85,1.0,235817.0
159,2017-08-31,38.0760367330396,1.0,38.7944525204554,37.9419324527219,38.3155086621782,263734.0,39.75,0.0,40.5,39.61,40.0,1.0,263734.0
160,2017-08-30,38.2388776448538,1.0,38.7274003802966,37.3767786999548,37.7790915409077,359659.0,39.92,0.0,40.43,39.02,39.44,1.0,359659.0
161,2017-08-29,37.7982492952388,1.0,38.6795059944689,37.7120394007488,38.0089845928807,286353.0,39.46,0.0,40.38,39.37,39.68,1.0,286353.0
162,2017-08-28,38.2101410133572,1.0,38.2867720306815,37.2714110511338,38.0089845928807,272262.0,39.89,0.0,39.97,38.91,39.68,1.0,272262.0
163,2017-08-25,37.8940380668942,1.0,38.3346664165093,37.3001476826304,37.3767786999548,195286.0,39.56,0.0,40.02,38.94,39.02,1.0,195286.0
164,2017-08-24,37.2330955424716,1.0,38.0808261716223,37.1181490164851,37.7216182779144,175056.0,38.87,0.0,39.755,38.75,39.38,1.0,175056.0
165,2017-08-23,37.6641450149211,1.0,38.6603482401378,37.415094208617,38.6507693629722,276185.0,39.32,0.0,40.36,39.06,40.35,1.0,276185.0
166,2017-08-22,38.7848736432898,1.0,39.0051878180974,38.4802653494255,38.7465581346277,138775.0,40.49,0.0,40.72,40.172,40.45,1.0,138775.0
167,2017-08-21,38.6603482401378,1.0,39.2542386244015,38.5549805913168,39.2542386244015,181903.0,40.36,0.0,40.98,40.25,40.98,1.0,181903.0
168,2017-08-18,39.2638175015671,1.0,39.9726544118174,38.1622466275295,38.4687706968269,652303.0,40.99,0.0,41.73,39.84,40.16,1.0,652303.0
169,2017-08-17,38.3634030480059,1.0,39.0722399582562,37.7790915409077,37.9036169440597,322661.0,40.05,0.0,40.79,39.44,39.57,1.0,322661.0
170,2017-08-16,37.9898268385496,1.0,38.5070862054891,37.7311971550799,37.9323535755564,294122.0,39.66,0.0,40.2,39.39,39.6,1.0,294122.0
171,2017-08-15,37.8748803125631,1.0,38.1814043818605,37.1181490164851,37.9036169440597,433867.0,39.54,0.0,39.86,38.75,39.57,1.0,433867.0
172,2017-08-14,37.8940380668942,1.0,38.0185634700463,36.8212038243532,37.9419324527219,471593.0,39.56,0.0,39.69,38.44,39.61,1.0,471593.0
173,2017-08-11,38.0473001015429,1.0,38.2676142763504,35.8345794763021,36.2656289487516,662113.0,39.72,0.0,39.95,37.41,37.86,1.0,662113.0
174,2017-08-10,37.1756222794784,1.0,41.2753817063314,36.6870995440356,38.8423469062831,1136032.0,38.81,0.0,43.09,38.3,40.55,1.0,1136032.0
175,2017-08-09,35.7196329503156,1.0,36.7158361755322,35.164058074714,36.5625741408835,860924.0,37.29,0.0,38.33,36.71,38.17,1.0,860924.0
176,2017-08-08,36.5146797550558,1.0,38.1335099960328,36.4763642463936,36.7445728070289,364786.0,38.12,0.0,39.81,38.08,38.36,1.0,364786.0
177,2017-08-07,37.2714110511338,1.0,37.3001476826304,36.0644725282752,36.447627614897,382614.0,38.91,0.0,38.94,37.65,38.05,1.0,382614.0
178,2017-08-04,36.4093121062348,1.0,37.2809899282994,35.7866850904744,37.098991262154,460462.0,38.01,0.0,38.92,37.36,38.73,1.0,460462.0
179,2017-08-03,37.2618321739683,1.0,38.5181019142294,36.9553081046708,38.3729819251714,528201.0,38.9,0.0,40.2115,38.58,40.06,1.0,528201.0
180,2017-08-02,38.4496129424958,1.0,39.5032894307057,38.4017185566681,39.3117118873948,290090.0,40.14,0.0,41.24,40.09,41.04,1.0,290090.0
181,2017-08-01,39.3212907645603,1.0,39.5990782023611,38.7274003802966,39.4745527992091,152379.0,41.05,0.0,41.34,40.43,41.21,1.0,152379.0
182,2017-07-31,39.4075006590502,1.0,39.5320260622023,38.4496129424958,39.2255019929049,332733.0,41.14,0.0,41.27,40.14,40.95,1.0,332733.0
183,2017-07-28,39.2350808700704,1.0,40.0483275414252,38.9093990464419,40.0301276748106,265187.0,40.96,0.0,41.809,40.62,41.79,1.0,265187.0
184,2017-07-27,40.2217052181215,1.0,40.3749672527702,39.0722399582562,40.1546530779627,231425.0,41.99,0.0,42.15,40.79,41.92,1.0,231425.0
185,2017-07-26,40.2600207267837,1.0,41.0732673981384,40.1546530779627,40.9018054968752,193399.0,42.03,0.0,42.879,41.92,42.7,1.0,193399.0
186,2017-07-25,40.9784365141995,1.0,41.5388008283839,40.3749672527702,40.6431758134055,179170.0,42.78,0.0,43.365,42.15,42.43,1.0,179170.0
187,2017-07-24,40.5090715330879,1.0,41.8213777047675,40.3462306212736,41.8213777047675,270574.0,42.29,0.0,43.66,42.12,43.66,1.0,270574.0
188,2017-07-21,41.8788509677607,1.0,42.3099004402102,41.4382226181457,42.0991651425683,242127.0,43.72,0.0,44.17,43.26,43.95,1.0,242127.0
189,2017-07-20,41.8980087220918,1.0,42.0560601953233,41.51485363547,41.6776945472843,118027.0,43.74,0.0,43.905,43.34,43.51,1.0,118027.0
190,2017-07-19,41.6872734244498,1.0,41.8692720905952,41.0646464086894,41.074225285855,113407.0,43.52,0.0,43.71,42.87,42.88,1.0,113407.0
191,2017-07-18,41.0167520228617,1.0,41.6489579157877,40.8730688653786,41.6489579157877,153273.0,42.82,0.0,43.48,42.67,43.48,1.0,153273.0
192,2017-07-17,41.6585367929532,1.0,42.0800073882372,41.0071731456962,41.2274873205037,251688.0,43.49,0.0,43.93,42.81,43.04,1.0,251688.0
